Key,Module,Translation
builds.confirm_delete,builds,確定要刪除此配置嗎？此操作無法撤銷。
builds.copied,builds,已複製!
builds.copy_to_clipboard,builds,複製到剪貼簿
builds.counted_in_calculations,builds,已計入屬性
builds.create_and_share,builds,建立並分享配置
builds.create_build,builds,建立配置
builds.create_character,builds,建立角色配置
builds.create_first,builds,建立你的第一個配置
builds.create_new,builds,建立新配置
builds.create_team,builds,建立團隊配置
builds.create_your_own,builds,創建你的配裝!
builds.delete_success,builds,配置刪除成功
builds.description,builds,建立並與社群分享角色配置
builds.edit_mode,builds,編輯
builds.edit_reason,builds,編輯原因
builds.equipment,builds,裝備
builds.equipment_body,builds,軀體
builds.equipment_bonuses,builds,裝備加成
builds.equipment_edc,builds,配件
builds.equipment_hand,builds,手部
builds.equipment_medical,builds,醫療
builds.equipment_medical_coming_soon,builds,醫療物品即將推出
builds.equipment_reason_placeholder,builds,為什麼選擇這套裝備？
builds.error_delete,builds,刪除配置失敗
builds.error_load_build,builds,載入配置編輯失敗
builds.error_loading,builds,載入配置失敗
builds.error_name_required,builds,需要配置名稱
builds.error_no_main_character,builds,請選擇主角色
builds.error_title,builds,配置未找到
builds.error_toggle,builds,切換可見性失敗
builds.explain_why,builds,說明原因
builds.export_build,builds,匯出配置
builds.filter_by_character,builds,主角色
builds.filter_by_element,builds,元素類型
builds.filter_by_partner,builds,隊友
builds.filter_by_set,builds,裝備套裝
builds.filter_by_tag,builds,標籤
builds.filter_by_weapon,builds,武器
builds.filter_character,builds,角色
builds.filter_has_video,builds,有影片指南
builds.filter_weapon,builds,武器類型
builds.filters,builds,篩選
builds.guide,builds,配置指南
builds.hide_section,builds,隱藏此部分
builds.hide_stats,builds,隱藏屬性
builds.import_build,builds,匯入配置
builds.import_error,builds,無效的配置資料，請檢查JSON格式。
builds.import_export,builds,匯入/匯出配置
builds.import_placeholder,builds,貼上配置JSON以匯入...
builds.import_success,builds,配置匯入成功!
builds.latest_builds,builds,最新配置
builds.liked_builds,builds,喜歡的配置
builds.likes,builds,讚
builds.link_copied,builds,連結已複製！
builds.loading_builds,builds,正在載入配置...
builds.login_required,builds,需要登入才能儲存配置
builds.main_equipment,builds,主要裝備
builds.make_public,builds,設為公開
builds.manage_builds,builds,管理配置
builds.max_2_tags,builds,最多2個
builds.max_partners_reached,builds,
builds.most_liked,builds,最多讚
builds.most_popular,builds,最熱門
builds.my_builds,builds,我的配置
builds.no_build_specified,builds,未指定配置
builds.no_build_specified_desc,builds,請選擇要檢視的配置。
builds.no_builds_character,builds,暫無配置
builds.no_builds_period,builds,該時間段內暫無配置。
builds.no_builds_yet,builds,你還沒有建立任何配置
builds.no_character_selected,builds,未選擇角色
builds.no_community_builds,builds,暫無社群配置
builds.no_description,builds,無描述
builds.no_equipment_selected,builds,未選擇裝備
builds.no_liked_builds,builds,你還沒有喜歡的配置
builds.no_notes,builds,無備註
builds.no_results,builds,未找到配置
builds.no_results_desc,builds,沒有配置符合您目前的篩選條件。請調整篩選條件或瀏覽下方的熱門配置。
builds.no_weapon,builds,未選擇武器
builds.not_found,builds,配置未找到或您沒有權限查看
builds.not_found_desc,builds,你查找的配置不存在或已被刪除。
builds.notes,builds,備註
builds.nothing_recommended,builds,無推薦
builds.other_recommended_partners,builds,
builds.partner,builds,隊友
builds.partners_explanation_placeholder,builds,
builds.popular_this_week,builds,本週熱門配置
builds.preview,builds,預覽
builds.preview_note,builds,這是你的配置在其他人看來的預覽
builds.private,builds,私人
builds.public,builds,公開
builds.publish,builds,發佈
builds.recommended_partners_help,builds,
builds.remove_alternative,builds,移除備選
builds.remove_character,builds,移除
builds.remove_to_add_more,builds,
builds.reset_filters,builds,重置篩選
builds.results_for,builds,搜尋結果
builds.role,builds,定位
builds.save_build,builds,儲存配置
builds.save_error,builds,儲存配置失敗，請重試。
builds.save_requirements,builds,需要配置名稱和至少一名角色
builds.save_success,builds,配置儲存成功！
builds.saving,builds,儲存中...
builds.search_equipment,builds,按套裝名稱、屬性或效果搜尋...
builds.search_placeholder,builds,搜尋配置...
builds.search_results,builds,搜尋結果
builds.select_equipment,builds,選擇裝備
builds.select_partner_to_recommend,builds,
builds.select_weapon,builds,選擇武器
builds.selected_partners,builds,
builds.set_bonuses,builds,套裝效果
builds.share_with_community,builds,與社區分享你的策略
builds.short_description,builds,簡短描述
builds.show_stats,builds,顯示屬性
builds.single_build,builds,單人配置
builds.single_char,builds,單一角色
builds.single_mode,builds,單角色
builds.skill_priority,builds,技能優先順序
builds.skill_priority_reason_placeholder,builds,為什麼選擇這個練級順序？
builds.skill_type_combo,builds,連攜
builds.skill_type_normal,builds,普攻
builds.skill_type_ultimate,builds,終結
builds.skill_upgrade_priority,builds,技能升級優先順序
builds.skills,builds,技能
builds.solo_build,builds,單人配置
builds.sort_by,builds,排序
builds.sort_latest,builds,最新
builds.sort_popular,builds,熱門
builds.subtitle,builds,瀏覽和分享隊伍配置
builds.tag_boss,builds,Boss
builds.tag_early_game,builds,前期
builds.tag_f2p_friendly,builds,平民友好
builds.tag_farming,builds,刷取
builds.tag_help,builds,選擇最多2個標籤幫助玩家找到你的配置
builds.tag_late_game,builds,後期
builds.tag_mid_game,builds,中期
builds.tag_not_f2p_friendly,builds,非平民友好
builds.tags,builds,標籤
builds.team_build,builds,團隊配置
builds.team_desc,builds,建立最多4名角色的團隊
builds.team_mode,builds,隊伍（最多4人）
builds.team_role_placeholder,builds,定位 (如主C、輔助)
builds.team_role_reason_placeholder,builds,為什麼這個角色擔任此定位？
builds.this_month,builds,本月
builds.this_week,builds,本週
builds.title,builds,社群配置
builds.try_different_filters,builds,嘗試調整篩選條件或搜尋詞以找到更多配置。
builds.unnamed,builds,未命名配置
builds.unpublish,builds,取消發佈
builds.untitled,builds,未命名配置
builds.up_to_4,builds,最多4個角色
builds.update_build,builds,更新配置
builds.update_success,builds,配置更新成功！
builds.video,builds,影片
builds.video_showcase,builds,影片展示
builds.view_character_details,builds,查看角色詳情
builds.view_mode,builds,檢視
builds.views,builds,瀏覽
builds.visibility_updated,builds,配置可見性已更新
builds.watch_video,builds,觀看影片
builds.weapon,builds,武器
builds.weapon_bonuses,builds,武器加成
builds.weapon_label_placeholder,builds,畢業
builds.weapon_not_found,builds,武器未找到
builds.weapon_reason_placeholder,builds,為什麼選擇這把武器？
builds.weapon_skills,builds,武器技能
builds.weapons,builds,武器
builds.why_these_partners,builds,
builds.your_username,builds,你的使用者名稱
builds.youtube_video,builds,YouTube影片
builds.youtube_video_hint,builds,添加展示配置的YouTube影片
characters.all_elements,characters,所有元素
characters.all_professions,characters,全部職業
characters.all_rarities,characters,所有稀有度
characters.aspd,characters,攻擊速度
characters.atk,characters,攻擊力
characters.battle_skills,characters,戰鬥技能
characters.battle_tags,characters,戰鬥標籤
characters.breakthrough,characters,突破
characters.breakthrough_details,characters,突破詳情
characters.browse_all,characters,瀏覽所有終末地角色
characters.def,characters,防禦力
characters.department,characters,派系
characters.discussion,characters,角色討論
characters.effect,characters,效果
characters.element,characters,元素
characters.exp_items_required,characters,經驗物品
characters.experience_calculator,characters,經驗計算器
characters.factory_skill_slot,characters,技能槽位 {slot}
characters.factory_skills,characters,基建技能
characters.from_level,characters,從
characters.hp,characters,生命值
characters.level_1,characters,等級 1
characters.level_range,characters,等級範圍
characters.level_up_requirements,characters,升級要求
characters.materials_required,characters,所需材料
characters.max_level,characters,最大等級
characters.no_factory_skills,characters,無基建技能
characters.potential,characters,潛能
characters.potential_level,characters,潛能 {level}
characters.potential_passive,characters,潛能與被動
characters.profession,characters,職業
characters.profile_records,characters,檔案記錄
characters.rarity,characters,稀有度
characters.required_items,characters,所需材料
characters.results,characters,找到角色
characters.search,characters,搜尋角色...
characters.skill_type_combo,characters,連攜技
characters.skill_type_normal,characters,普通技能
characters.skill_type_talent,characters,天賦
characters.skill_type_ultimate,characters,終結技
characters.stats_progression,characters,屬性成長
characters.talents,characters,天賦
characters.title,characters,角色
characters.to_level,characters,到
characters.unlocks_at,characters,等級{level}解鎖
characters.voice_actors,characters,配音演員
characters.voice_lines,characters,語音台詞
characters.weapon_type,characters,武器類型
comments.auth_required_title,comments,需要身份驗證
comments.be_first,comments,成為第一個分享想法的人！
comments.cancel,comments,取消
comments.char_count,comments,{count} / {max}
comments.days_ago,comments,{count}天前
comments.delete,comments,刪除
comments.deleting,comments,正在刪除...
comments.edit,comments,編輯
comments.edit_placeholder,comments,編輯您的評論...
comments.edited,comments,（已編輯）
comments.error_delete_failed,comments,刪除評論失敗，請重試。
comments.error_empty,comments,評論不能為空。
comments.error_invalid_content,comments,您的評論包含無效字符或 HTML 標籤，請僅使用純文字。
comments.error_post_failed,comments,發布評論失敗，請重試。
comments.error_too_long,comments,評論過長（最多 {max} 字符）。
comments.error_update_failed,comments,更新評論失敗，請重試。
comments.formatting_guide,comments,格式化
comments.hide_replies,comments,隱藏 {count} 條回覆
comments.hours_ago,comments,{count}小時前
comments.join_discussion,comments,加入討論...
comments.just_now,comments,剛剛
comments.load_more,comments,載入更多評論
comments.loading,comments,正在載入評論...
comments.loading_replies,comments,正在載入回覆...
comments.login_link,comments,登入
comments.login_required,comments,請登入以發布評論。
comments.mention_keyboard_hint,comments,↑↓ 導航 • Enter 選擇 • Esc 關閉
comments.mention_no_users,comments,找不到用戶
comments.mention_searching,comments,正在搜尋用戶...
comments.minutes_ago,comments,{count}分鐘前
comments.no_comments,comments,暫無評論
comments.placeholder,comments,分享您的想法...
comments.post_comment,comments,發布評論
comments.post_reply,comments,發布回覆
comments.posting,comments,正在發布...
comments.reply,comments,回覆
comments.reply_placeholder,comments,撰寫回覆...
comments.replying_to,comments,回覆給
comments.save_changes,comments,保存更改
comments.show_replies,comments,顯示 {count} 條回覆
comments.success_deleted,comments,評論刪除成功！
comments.success_posted,comments,評論發布成功！
comments.success_reply_posted,comments,回覆發布成功！
comments.success_updated,comments,評論更新成功！
comments.title,comments,評論
comments.warning_auth_required,comments,請登入以發布評論。
common.all_time,common,全部時間
common.back,common,返回
common.cancel,common,取消
common.clear,common,清除
common.close,common,關閉
common.coming_soon,common,即將推出...
common.confirm,common,確認
common.copied,common,已複製!
common.copy,common,複製
common.copy_link,common,複製連結
common.delete,common,刪除
common.edit,common,編輯
common.error,common,錯誤
common.exp_required,common,所需經驗
common.filters,common,篩選
common.frequently_asked_questions,common,常見問題
common.gold_cost,common,金幣消耗
common.last_updated,common,最後更新
common.latest,common,最新
common.level,common,等級
common.loading,common,加載中...
common.no_data_yet,common,暫無資料
common.no_results,common,未找到結果
common.optional,common,選填
common.popular,common,熱門
common.quick_navigation,common,快速導航
common.related_characters,common,相關角色
common.related_weapons,common,相關武器
common.reset,common,重置
common.save,common,保存
common.saving,common,儲存中...
common.search,common,搜尋
common.search_results,common,搜尋結果
common.show_less,common,收起
common.show_more,common,展開更多
common.sort_by,common,排序
common.success,common,成功
common.this_month,common,本月
common.this_week,common,本週
common.view,common,查看
custom.conveyor_merger.desc,custom,將最多3條傳送帶合併為1條輸出。無需電力。
custom.conveyor_merger.name,custom,傳送帶合併器
equipment.additional_stats,equipment,附加屬性
equipment.all_parts,equipment,所有部位類型
equipment.all_stages,equipment,所有階段
equipment.all_tiers,equipment,所有階級
equipment.attr.AllDamageTakenScalar,equipment,全傷害減免
equipment.attr.AllSkillDamageIncrease,equipment,全技能傷害
equipment.attr.CrystAndPulseDamageIncrease,equipment,凝冰&雷電傷害
equipment.attr.FireAndNaturalDamageIncrease,equipment,烈焰&草木傷害
equipment.attr.Main,equipment,主屬性
equipment.attr.SpellDamageIncrease,equipment,源石技藝傷害
equipment.attr.Sub,equipment,副屬性
equipment.base_stats,equipment,基礎屬性
equipment.best_for_characters,equipment,最適合這些角色
equipment.best_sets,equipment,最佳裝備套裝
equipment.browse_all,equipment,瀏覽所有裝備套裝
equipment.community_rating,equipment,社群評分
equipment.early_game,equipment,前期 (Lv10-28)
equipment.equipment_details,equipment,裝備詳情
equipment.equipment_pieces,equipment,裝備部件
equipment.filter_by_part,equipment,按部位類型篩選
equipment.filter_by_stage,equipment,按遊戲階段篩選
equipment.filter_by_tier,equipment,按階級篩選
equipment.game_stage,equipment,遊戲階段
equipment.late_game,equipment,後期 (Lv70)
equipment.level_requirement,equipment,需要等級 {level}
equipment.loading,equipment,正在載入裝備資料...
equipment.main_stat,equipment,主屬性
equipment.mid_game,equipment,中期 (Lv36-50)
equipment.most_liked,equipment,最多讚
equipment.no_set_bonus,equipment,散件裝備，無套裝效果
equipment.no_sets_found,equipment,找不到裝備套裝
equipment.no_standalone_found,equipment,未找到散件裝備
equipment.no_stats,equipment,暫無屬性資料
equipment.part_body,equipment,軀體
equipment.part_edc,equipment,EDC
equipment.part_hand,equipment,手部
equipment.part_of_set,equipment,屬於 {setName}
equipment.part_type,equipment,部位類型
equipment.rate_this_set,equipment,為您的角色評價此套裝
equipment.recommended_for,equipment,推薦給 {characterName}
equipment.related_sets,equipment,相關套裝
equipment.results,equipment,個套裝
equipment.search,equipment,搜尋裝備套裝...
equipment.select_character,equipment,選擇角色...
equipment.set_bonus,equipment,{count} 件套裝加成
equipment.set_effects,equipment,套裝效果
equipment.sort_by,equipment,排序方式
equipment.sort_name,equipment,名稱
equipment.sort_pieces,equipment,總件數
equipment.sort_tier,equipment,階級
equipment.standalone,equipment,獨立裝備
equipment.standalone_equipment,equipment,散件裝備
equipment.standalone_results,equipment,件
equipment.stats,equipment,屬性
equipment.sub_stats,equipment,副屬性
equipment.tier,equipment,等級
equipment.tier_0,equipment,階級 0
equipment.tier_1,equipment,階級 1
equipment.tier_2,equipment,階級 2
equipment.tier_3,equipment,階級 3
equipment.tier_4,equipment,階級 4
equipment.tier_pieces,equipment,階級 {tier} 部件
equipment.title,equipment,裝備套裝
equipment.total_pieces,equipment,{count} 件
equipment.view_all_sets,equipment,查看所有裝備套裝
equipment.view_set_details,equipment,查看套裝詳情
essence_solver.compatible,essence_solver,Compatible
essence_solver.farm_locations,essence_solver,Farm at
essence_solver.filter_by_dungeon,essence_solver,Filter by Dungeon
essence_solver.filter_by_rarity,essence_solver,Filter by Rarity
essence_solver.matches,essence_solver,Matches
essence_solver.missing,essence_solver,Missing
essence_solver.no_results,essence_solver,No essences match the current filters
essence_solver.recommended_essences,essence_solver,Recommended Essences
essence_solver.select_weapon,essence_solver,Select a Weapon
essence_solver.stats,essence_solver,Stats
essence_solver.title,essence_solver,Weapon Essence Solver
factory.actual,factory,實際值
factory.all_items_production_overview,factory,所有物品生產概覽
factory.balanced,factory,平衡
factory.bottlenecks_detected,factory,檢測到瓶頸
factory.browse_blueprints,factory,瀏覽藍圖
factory.buffer_bottlenecks,factory,緩衝區瓶頸
factory.buffer_capacity,factory,容量
factory.build,factory,建造
factory.building_count,factory,建築
factory.building_menu,factory,建築菜單
factory.buildings,factory,建築
factory.clear,factory,清除
factory.click_product_tabs_for_details,factory,點擊上方產品標籤查看詳細生產鏈分析
factory.click_to_set,factory,點擊設定
factory.community_blueprints,factory,AIC工廠藍圖
factory.community_blueprints_subtitle,factory,瀏覽和分享社群工廠藍圖
factory.configure,factory,配置
factory.configure_output,factory,設定輸出
factory.confirm_delete_plan,factory,確定要刪除此方案嗎？
factory.connection_graph,factory,連接圖
factory.consumed,factory,消耗/分鐘
factory.consumed_by,factory,消費者
factory.conveyor_connection_errors,factory,傳送帶連接錯誤
factory.conveyor_menu,factory,傳送帶菜單
factory.conveyor_saturation,factory,傳送帶飽和
factory.conveyors,factory,傳送帶
factory.cookbook,factory,配方手冊
factory.cookbook_all_description,factory,瀏覽遊戲資料中所有可製作的物品
factory.cookbook_alternative_recipes,factory,替代配方
factory.cookbook_back_to_search,factory,返回搜尋
factory.cookbook_crafted_item,factory,製作物品
factory.cookbook_filter_factory,factory,僅顯示當前工廠可製作的物品
factory.cookbook_filtered_description,factory,僅顯示您當前工廠建築可以製作的物品
factory.cookbook_machine_required,factory,所需機器
factory.cookbook_no_factory_items,factory,當前工廠建築無法製作任何物品
factory.cookbook_no_items,factory,找不到可製作的物品
factory.cookbook_no_recipes,factory,此物品沒有可用的配方
factory.cookbook_production_chain,factory,生產鏈
factory.cookbook_raw_material,factory,原材料
factory.cookbook_select_item,factory,選擇一個物品以查看其生產鏈
factory.cookbook_selected_item,factory,已選擇的物品
factory.cookbook_show_all,factory,顯示所有物品
factory.cookbook_theoretical_rate,factory,理論最大速率
factory.cookbook_title,factory,配方手冊
factory.copy,factory,複製
factory.copy_to_clipboard,factory,複製到剪貼簿
factory.craft_time,factory,製作時間
factory.create_blueprint,factory,創建藍圖
factory.create_first,factory,創建第一個藍圖
factory.create_new_save,factory,創建新存檔
factory.current_file,factory,當前文件
factory.current_tool,factory,工具
factory.cycles_per_min,factory,循環/分鐘
factory.cycles_per_minute,factory,循環/分鐘
factory.deficit,factory,赤字
factory.delete,factory,刪除
factory.delete_building,factory,刪除建築
factory.depth_level,factory,Lv {level}
factory.description,factory,描述
factory.description_placeholder,factory,簡短描述...
factory.destination,factory,目的地
factory.detailed_producer_analysis,factory,詳細生產者分析
factory.download_png,factory,下載 PNG
factory.edit_save,factory,編輯存檔
factory.efficiency,factory,效率
factory.enter_save_name,factory,輸入存檔名稱...
factory.error_deleting_plan,factory,刪除方案失敗。
factory.error_loading_plan,factory,載入方案失敗。
factory.error_loading_plans,factory,載入存檔失敗。
factory.error_output_mismatch,factory,輸出與目標輸入不匹配
factory.error_saving_plan,factory,儲存方案失敗。
factory.error_updating_plan,factory,更新方案失敗。
factory.export_import,factory,匯出 / 匯入
factory.export_import_hint,factory,將工廠匯出為JSON檔案以分享或備份，或匯入之前匯出的檔案。
factory.export_json,factory,匯出
factory.filter_by_building,factory,建築類型
factory.filter_by_output,factory,輸出物品
factory.filter_by_stage,factory,遊戲階段
factory.filter_by_tags,factory,標籤
factory.final_product,factory,最終產品
factory.final_products,factory,最終產品
factory.final_products_summary,factory,最終產品摘要
factory.fix_conveyor_error,factory,更改配方或重新連接傳送帶以匹配輸入
factory.focus,factory,聚焦
factory.from_connected_recipe,factory,來自連接的配方
factory.graph_view,factory,連接圖
factory.grid_bounds,factory,網格邊界
factory.grid_bounds_desc,factory,"定義工廠網格的大小（以0,0為中心）。建築和傳送帶不能放置在這些限制之外。"
factory.grid_height,factory,網格高度（單元格）
factory.grid_range,factory,網格範圍
factory.grid_width,factory,網格寬度（單元格）
factory.import_json,factory,匯入
factory.input_buffer,factory,輸入緩衝區
factory.inputs,factory,輸入
factory.item,factory,物品
factory.item_category.components,factory,組件
factory.item_category.consumables,factory,消耗品
factory.item_category.equipment,factory,裝備
factory.item_category.featured,factory,推薦
factory.item_category.liquids,factory,液體
factory.item_category.other,factory,其他
factory.item_category.processed,factory,加工材料
factory.item_category.raw_materials,factory,原材料
factory.items_in_transit,factory,運輸中
factory.live_updates,factory,即時（1秒）
factory.load,factory,加載
factory.loading_items,factory,加載物品中...
factory.local_saves,factory,本機
factory.login_for_online,factory,登入以線上儲存工廠
factory.login_required,factory,請登入以線上儲存。
factory.machine,factory,機器
factory.make_private,factory,設為私密
factory.make_public,factory,設為公開
factory.menu.build_mode,factory,建造模式
factory.menu.clear_grid,factory,清除網格
factory.menu.edit,factory,編輯
factory.menu.export_json,factory,匯出JSON
factory.menu.file,factory,檔案
factory.menu.graph_view,factory,圖形檢視
factory.menu.import_json,factory,匯入JSON
factory.menu.new_grid,factory,新建網格
factory.menu.pan_mode,factory,平移模式
factory.menu.production_stats,factory,生產統計
factory.menu.reset_simulator,factory,
factory.menu.title,factory,選單
factory.menu.tools,factory,工具
factory.menu.view,factory,檢視
factory.menu.zoom_fit,factory,自適應縮放
factory.merge_inputs,factory,個輸入
factory.merge_mixed_items,factory,多種物品類型合併中
factory.merge_preview,factory,放開以合併
factory.merge_saturated,factory,合併已飽和
factory.merge_total_rate,factory,總速率
factory.merged_conveyor,factory,合併輸送帶
factory.most_liked,factory,最多按讚
factory.most_popular,factory,最受歡迎
factory.move,factory,移動
factory.move_building,factory,移動建築
factory.multi_producer_excess,factory,多生產者過剩
factory.my_blueprints,factory,我的藍圖
factory.name_required,factory,請輸入名稱。
factory.net,factory,淨值/分鐘
factory.new_online_save,factory,新建線上存檔
factory.new_save,factory,新存檔
factory.no_blueprints,factory,尚無藍圖
factory.no_file_loaded,factory,未載入檔案。建立新存檔或載入現有存檔。
factory.no_online_saves,factory,尚無線上存檔
factory.no_output_selected,factory,未選擇輸出
factory.no_production_data,factory,無生產數據可用。為建築分配配方以查看統計信息。
factory.no_recipe,factory,無配方
factory.no_recipes_available,factory,此建築無可用配方
factory.no_recipes_produce_item,factory,找不到生產此物品的配方。此物品可能需要導入或手動創建。
factory.no_saved_games,factory,尚無存檔
factory.not_configured,factory,未設定
factory.notifications.auto_loaded,factory,自動加載：{name}
factory.notifications.cannot_place_building,factory,無法在此處放置建築 - 位置被其他建築或傳送帶阻擋
factory.notifications.cannot_place_control_point,factory,無法在此處放置控制點 - 沒有有效路徑
factory.notifications.confirm_delete,factory,"刪除存檔 ""{name}""？此操作無法撤銷。"
factory.notifications.confirm_import,factory,是否匯入此工廠？未保存的更改將丟失。
factory.notifications.confirm_load,factory,"加載 ""{name}""？"
factory.notifications.confirm_load_with_current,factory,"加載 ""{name}""？任何未保存的更改將丟失。"
factory.notifications.conveyor_error,factory,重新計算傳送帶時出錯。建築已旋轉，但傳送帶可能需要手動重新連接。
factory.notifications.created_new_save,factory,"創建新存檔 ""{name}"""
factory.notifications.exported_json,factory,工廠已匯出為JSON檔案
factory.notifications.failed_to_delete,factory,刪除存檔失敗
factory.notifications.failed_to_export,factory,匯出工廠失敗
factory.notifications.failed_to_import,factory,匯入工廠失敗
factory.notifications.failed_to_load,factory,加載遊戲失敗
factory.notifications.failed_to_read_file,factory,讀取檔案失敗
factory.notifications.failed_to_rotate,factory,旋轉建築失敗
factory.notifications.failed_to_save,factory,保存遊戲失敗
factory.notifications.imported_json,factory,工廠匯入成功
factory.notifications.loaded,factory,"已加載 ""{name}"""
factory.notifications.new_grid_created,factory,已創建新網格並帶有子自動化核心
factory.notifications.output_cleared,factory,輸出物品已清除
factory.notifications.output_selected,factory,已選擇輸出物品：{item}
factory.notifications.please_enter_name,factory,請輸入存檔名稱
factory.notifications.recipe_assigned,factory,已分配配方：{recipe}
factory.notifications.recipe_cleared,factory,配方已清除
factory.notifications.save_deleted,factory,存檔已刪除
factory.notifications.saved_as,factory,"已保存為 ""{name}"""
factory.notifications.saved_to,factory,"已保存到 ""{name}"""
factory.online_benefits,factory,從任何裝置存取存檔並與社群分享
factory.online_saves,factory,線上
factory.output,factory,輸出
factory.output_buffer,factory,輸出緩衝區
factory.output_conveyors,factory,輸出傳送帶
factory.output_item,factory,輸出物品
factory.outputs,factory,輸出
factory.overview,factory,概覽
factory.pan,factory,平移
factory.per_minute,factory,每分鐘
factory.place_building,factory,放置建築
factory.plan_deleted,factory,方案已刪除！
factory.plan_loaded,factory,方案已載入！
factory.plan_saved,factory,方案已儲存！
factory.plan_updated,factory,方案已更新！
factory.planner.feature_buildings_desc,factory,訪問所有工廠建築，包含詳細信息、配方和生產統計數據
factory.planner.feature_buildings_title,factory,建築庫
factory.planner.feature_community_desc,factory,瀏覽和學習其他玩家分享的工廠佈局（即將推出）
factory.planner.feature_community_title,factory,社區計劃
factory.planner.feature_conveyors_desc,factory,使用智能傳送帶路由連接建築物，可檢測錯誤並提供修復建議
factory.planner.feature_conveyors_title,factory,智能傳送帶
factory.planner.feature_grid_desc,factory,在可自定義的網格上放置建築物和傳送帶，支持完整的平移和縮放
factory.planner.feature_grid_title,factory,交互式網格
factory.planner.feature_save_desc,factory,在本地保存您的工廠佈局並與社群分享
