Key,Module,Translation
ascension.welcome_title,ascension,돌파 플래너에 오신 것을 환영합니다
auth.login,auth,로그인
auth.logout,auth,로그아웃
auth.setup_username,auth,환영합니다! 사용자 이름을 설정하세요.
auth.signup,auth,회원가입
auth.welcome_back,auth,"환영합니다, {username}!"
buildings.sub_automation_core,buildings,서브 오토메이션 코어
buildings.sub_automation_core.desc,buildings,각 출력 포트에 다른 아이템을 라우팅합니다. 모든 입력은 소비됩니다.
builds.add_alt_weapon,builds,대체
builds.add_alternative,builds,대안 추가
builds.add_character,builds,캐릭터 추가
builds.add_recommended_partner,builds,
builds.all_time,builds,전체 기간
builds.alt_label_placeholder,builds,대체
builds.alternative,builds,대안
builds.alternative_equipment,builds,대체 장비
builds.alternative_label_placeholder,builds,"라벨 (예: 저예산, 후반)"
builds.alternative_reason_placeholder,builds,왜 이것이 대안인가요?
builds.apply_filters,builds,필터 적용
builds.auto_saved,builds,자동 저장됨
builds.back_to_character,builds,빌드 목록으로
builds.back_to_list,builds,목록으로
builds.be_first_character,builds,이 캐릭터의 빌드를 처음으로 공유해보세요!
builds.be_first_to_share,builds,첫 번째로 빌드를 공유해보세요!
builds.browse_builds,builds,빌드 둘러보기
builds.browse_character_builds,builds,이 캐릭터의 커뮤니티 빌드 찾아보기
builds.build,builds,빌드
builds.build_character,builds,캐릭터 빌드
builds.build_description,builds,빌드 가이드
builds.build_name,builds,빌드 이름
builds.build_team,builds,팀 구성하기
builds.by,builds,제작자
builds.change_alt_weapon,builds,대체 무기 변경
builds.change_character,builds,캐릭터 변경
builds.character_desc,builds,이 빌드의 메인 캐릭터 선택
builds.character_level,builds,레벨
builds.character_not_found,builds,캐릭터를 찾을 수 없습니다
builds.character_not_found_desc,builds,캐릭터를 찾을 수 없습니다.
builds.characters,builds,캐릭터
builds.clear_draft,builds,초안 지우기
builds.clear_filters,builds,필터 지우기
builds.click_to_add_partners,builds,
builds.comments,builds,댓글
builds.comments_count,builds,댓글
builds.confirm_delete,builds,이 빌드를 삭제하시겠습니까? 이 작업은 취소할 수 없습니다.
builds.copied,builds,복사됨!
builds.copy_to_clipboard,builds,클립보드에 복사
builds.counted_in_calculations,builds,계산에 포함됨
builds.create_and_share,builds,빌드 만들기 및 공유
builds.create_build,builds,빌드 만들기
builds.create_character,builds,캐릭터 빌드 만들기
builds.create_first,builds,첫 빌드 만들기
builds.create_new,builds,새 빌드 만들기
builds.create_team,builds,팀 빌드 만들기
builds.create_your_own,builds,나만의 빌드 만들기!
builds.delete_success,builds,빌드가 삭제되었습니다
builds.description,builds,커뮤니티와 캐릭터 빌드를 만들고 공유하세요
builds.edit_mode,builds,편집
builds.edit_reason,builds,이유 수정
builds.equipment,builds,장비
builds.equipment_body,builds,바디
builds.equipment_bonuses,builds,장비 보너스
builds.equipment_edc,builds,EDC
builds.equipment_hand,builds,핸드
builds.equipment_medical,builds,의료
builds.equipment_medical_coming_soon,builds,의료 아이템 준비 중
builds.equipment_reason_placeholder,builds,왜 이 장비를 선택했나요?
builds.error_delete,builds,빌드 삭제에 실패했습니다
builds.error_load_build,builds,빌드 로딩에 실패했습니다
builds.error_loading,builds,빌드 로딩에 실패했습니다
builds.error_name_required,builds,빌드 이름은 필수입니다
builds.error_no_main_character,builds,메인 캐릭터를 선택해주세요
builds.error_title,builds,빌드를 찾을 수 없음
builds.error_toggle,builds,공개 설정 변경에 실패했습니다
builds.explain_why,builds,이유 설명
builds.export_build,builds,빌드 내보내기
builds.filter_by_character,builds,메인 캐릭터
builds.filter_by_element,builds,속성 타입
builds.filter_by_partner,builds,팀 파트너
builds.filter_by_set,builds,장비 세트
builds.filter_by_tag,builds,태그
builds.filter_by_weapon,builds,무기
builds.filter_character,builds,캐릭터
builds.filter_has_video,builds,영상 가이드 있음
builds.filter_weapon,builds,무기 유형
builds.filters,builds,필터
builds.guide,builds,빌드 가이드
builds.hide_section,builds,이 섹션 숨기기
builds.hide_stats,builds,능력치 숨기기
builds.import_build,builds,빌드 가져오기
builds.import_error,builds,잘못된 빌드 데이터입니다. JSON 형식을 확인하세요.
builds.import_export,builds,빌드 가져오기/내보내기
builds.import_placeholder,builds,빌드 JSON을 붙여넣어 가져오기...
builds.import_success,builds,빌드를 성공적으로 가져왔습니다!
builds.latest_builds,builds,최신 빌드
builds.liked_builds,builds,좋아요한 빌드
builds.likes,builds,좋아요
builds.link_copied,builds,링크가 복사되었습니다!
builds.loading_builds,builds,빌드 로딩 중...
builds.login_required,builds,빌드를 저장하려면 로그인이 필요합니다
builds.main_equipment,builds,메인 장비
builds.make_public,builds,공개로 설정
builds.manage_builds,builds,빌드 관리
builds.max_2_tags,builds,최대 2개
builds.max_partners_reached,builds,
builds.most_liked,builds,좋아요 수
builds.most_popular,builds,인기
builds.my_builds,builds,내 빌드
builds.no_build_specified,builds,빌드가 지정되지 않았습니다
builds.no_build_specified_desc,builds,볼 빌드를 선택해주세요.
builds.no_builds_character,builds,빌드 없음
builds.no_builds_period,builds,해당 기간에 빌드가 없습니다.
builds.no_builds_yet,builds,아직 빌드를 만들지 않았습니다
builds.no_character_selected,builds,선택된 캐릭터가 없습니다
builds.no_community_builds,builds,아직 커뮤니티 빌드가 없습니다
builds.no_description,builds,설명 없음
builds.no_equipment_selected,builds,장비가 선택되지 않았습니다
builds.no_liked_builds,builds,아직 좋아요한 빌드가 없습니다
builds.no_notes,builds,메모 없음
builds.no_results,builds,빌드를 찾을 수 없습니다
builds.no_results_desc,builds,현재 필터와 일치하는 빌드가 없습니다. 필터를 조정하거나 아래 인기 빌드를 확인해보세요.
builds.no_weapon,builds,무기가 선택되지 않았습니다
builds.not_found,builds,빌드를 찾을 수 없거나 볼 권한이 없습니다
builds.not_found_desc,builds,찾으시는 빌드가 존재하지 않거나 삭제되었습니다.
builds.notes,builds,메모
builds.nothing_recommended,builds,추천 없음
builds.other_recommended_partners,builds,
builds.partner,builds,파트너
builds.partners_explanation_placeholder,builds,
builds.popular_this_week,builds,이번 주 인기 빌드
builds.preview,builds,미리보기
builds.preview_note,builds,다른 사람들에게 보이는 빌드 미리보기입니다
builds.private,builds,비공개
builds.public,builds,공개
builds.publish,builds,공개하기
builds.recommended_partners_help,builds,
builds.remove_alternative,builds,대안 삭제
builds.remove_character,builds,제거
builds.remove_to_add_more,builds,
builds.reset_filters,builds,필터 초기화
builds.results_for,builds,검색 결과
builds.role,builds,역할
builds.save_build,builds,빌드 저장
builds.save_error,builds,빌드 저장에 실패했습니다. 다시 시도해주세요.
builds.save_requirements,builds,빌드 이름과 최소 한 명의 캐릭터가 필요합니다
builds.save_success,builds,빌드가 저장되었습니다!
builds.saving,builds,저장 중...
builds.search_equipment,builds,"세트 이름, 스탯 또는 효과로 검색..."
builds.search_placeholder,builds,빌드 검색...
builds.search_results,builds,검색 결과
builds.select_equipment,builds,장비 선택
builds.select_partner_to_recommend,builds,
builds.select_weapon,builds,무기 선택
builds.selected_partners,builds,
builds.set_bonuses,builds,세트 효과
builds.share_with_community,builds,커뮤니티와 전략을 공유하세요
builds.short_description,builds,짧은 설명
builds.show_stats,builds,능력치 표시
builds.single_build,builds,솔로 빌드
builds.single_char,builds,단일 캐릭터
builds.single_mode,builds,단일 캐릭터
builds.skill_priority,builds,스킬 우선순위
builds.skill_priority_reason_placeholder,builds,왜 이 레벨링 순서인가요?
builds.skill_type_combo,builds,콤보
builds.skill_type_normal,builds,일반
builds.skill_type_ultimate,builds,궁극기
builds.skill_upgrade_priority,builds,스킬 업그레이드 우선순위
builds.skills,builds,스킬
builds.solo_build,builds,
builds.sort_by,builds,정렬
builds.sort_latest,builds,최신
builds.sort_popular,builds,인기
builds.subtitle,builds,팀 빌드 탐색 및 공유
builds.tag_boss,builds,보스전
builds.tag_early_game,builds,초반
builds.tag_f2p_friendly,builds,무과금 친화
builds.tag_farming,builds,파밍
builds.tag_help,builds,플레이어가 빌드를 찾는 데 도움이 되는 태그를 최대 2개 선택하세요
builds.tag_late_game,builds,후반
builds.tag_mid_game,builds,중반
builds.tag_not_f2p_friendly,builds,과금 추천
builds.tags,builds,태그
builds.team_build,builds,
builds.team_desc,builds,최대 4명의 캐릭터로 팀 만들기
builds.team_mode,builds,팀 (최대 4명)
builds.team_role_placeholder,builds,"역할 (예: 메인 DPS, 서포터)"
builds.team_role_reason_placeholder,builds,이 캐릭터가 이 역할을 담당하는 이유는?
builds.this_month,builds,이번 달
builds.this_week,builds,이번 주
builds.title,builds,커뮤니티 빌드
builds.try_different_filters,builds,필터나 검색어를 조정해 보세요.
builds.unnamed,builds,이름 없는 빌드
builds.unpublish,builds,비공개하기
builds.untitled,builds,제목 없는 빌드
builds.up_to_4,builds,최대 4명
builds.update_build,builds,빌드 업데이트
builds.update_success,builds,빌드가 업데이트되었습니다!
builds.video,builds,영상
builds.video_showcase,builds,영상 소개
builds.view_character_details,builds,캐릭터 상세 보기
builds.view_mode,builds,보기
builds.views,builds,조회
builds.visibility_updated,builds,빌드 공개 설정이 변경되었습니다
builds.watch_video,builds,영상 보기
builds.weapon,builds,무기
builds.weapon_bonuses,builds,무기 보너스
builds.weapon_label_placeholder,builds,최적
builds.weapon_not_found,builds,무기를 찾을 수 없습니다
builds.weapon_reason_placeholder,builds,왜 이 무기를 선택했나요?
builds.weapon_skills,builds,무기 스킬
builds.weapons,builds,무기
builds.why_these_partners,builds,
builds.your_username,builds,당신의 사용자 이름
builds.youtube_video,builds,YouTube 영상
builds.youtube_video_hint,builds,빌드를 소개하는 YouTube 영상 추가
characters.all_elements,characters,모든 속성
characters.all_professions,characters,모든 직업
characters.all_rarities,characters,모든 등급
characters.aspd,characters,공격 속도
characters.atk,characters,공격력
characters.battle_skills,characters,전투 스킬
characters.battle_tags,characters,전투 태그
characters.breakthrough,characters,돌파
characters.breakthrough_details,characters,돌파 세부 정보
characters.browse_all,characters,모든 엔드필드 캐릭터 탐색
characters.def,characters,방어력
characters.department,characters,진영
characters.discussion,characters,캐릭터 토론
characters.effect,characters,효과
characters.element,characters,속성
characters.exp_items_required,characters,경험치 아이템
characters.experience_calculator,characters,경험치 계산기
characters.factory_skill_slot,characters,스킬 슬롯 {slot}
characters.factory_skills,characters,기지 스킬
characters.from_level,characters,시작
characters.hp,characters,HP
characters.level_1,characters,레벨 1
characters.level_range,characters,레벨 범위
characters.level_up_requirements,characters,레벨업 요구사항
characters.materials_required,characters,필요 재료
characters.max_level,characters,최대 레벨
characters.no_factory_skills,characters,기지 스킬 없음
characters.potential,characters,잠재력
characters.potential_level,characters,잠재력 {level}
characters.potential_passive,characters,잠재력 및 패시브
characters.profession,characters,직업
characters.profile_records,characters,프로필 기록
characters.rarity,characters,등급
characters.required_items,characters,필요 아이템
characters.results,characters,캐릭터 발견됨
characters.search,characters,캐릭터 검색...
characters.skill_type_combo,characters,콤보 스킬
characters.skill_type_normal,characters,일반 스킬
characters.skill_type_talent,characters,재능
characters.skill_type_ultimate,characters,궁극기
characters.stats_progression,characters,스탯 성장
characters.talents,characters,재능
characters.title,characters,캐릭터
characters.to_level,characters,종료
characters.unlocks_at,characters,레벨 {level}에서 잠금 해제
characters.voice_actors,characters,성우
characters.voice_lines,characters,음성 대사
characters.weapon_type,characters,무기 유형
comments.auth_required_title,comments,인증 필요
comments.be_first,comments,첫 번째로 의견을 남겨보세요!
comments.cancel,comments,취소
comments.char_count,comments,{count} / {max}
comments.days_ago,comments,{count}일 전
comments.delete,comments,삭제
comments.deleting,comments,삭제 중...
comments.edit,comments,편집
comments.edit_placeholder,comments,댓글을 편집하세요...
comments.edited,comments,(수정됨)
comments.error_delete_failed,comments,댓글 삭제에 실패했습니다. 다시 시도해주세요.
comments.error_empty,comments,댓글은 비워둘 수 없습니다.
comments.error_invalid_content,comments,댓글에 잘못된 문자나 HTML 태그가 포함되어 있습니다. 일반 텍스트만 사용하세요.
comments.error_post_failed,comments,댓글 게시에 실패했습니다. 다시 시도해주세요.
comments.error_too_long,comments,댓글이 너무 깁니다 (최대 {max}자).
comments.error_update_failed,comments,댓글 수정에 실패했습니다. 다시 시도해주세요.
comments.formatting_guide,comments,서식
comments.hide_replies,comments,{count}개 답글 숨기기
comments.hours_ago,comments,{count}시간 전
comments.join_discussion,comments,토론에 참여하세요...
comments.just_now,comments,방금
comments.load_more,comments,댓글 더 보기
comments.loading,comments,댓글 로딩 중...
comments.loading_replies,comments,답글 로딩 중...
comments.login_link,comments,로그인
comments.login_required,comments,댓글을 작성하려면 로그인하세요.
comments.mention_keyboard_hint,comments,↑↓ 이동 • Enter 선택 • Esc 닫기
comments.mention_no_users,comments,사용자를 찾을 수 없습니다
comments.mention_searching,comments,사용자 검색 중...
comments.minutes_ago,comments,{count}분 전
comments.no_comments,comments,아직 댓글이 없습니다
comments.placeholder,comments,의견을 공유하세요...
comments.post_comment,comments,댓글 작성
comments.post_reply,comments,답글 작성
comments.posting,comments,게시 중...
comments.reply,comments,답글
comments.reply_placeholder,comments,답글을 작성하세요...
comments.replying_to,comments,답글 대상
comments.save_changes,comments,변경사항 저장
comments.show_replies,comments,{count}개 답글 보기
comments.success_deleted,comments,댓글이 성공적으로 삭제되었습니다!
comments.success_posted,comments,댓글이 성공적으로 게시되었습니다!
comments.success_reply_posted,comments,답글이 성공적으로 게시되었습니다!
comments.success_updated,comments,댓글이 성공적으로 수정되었습니다!
comments.title,comments,댓글
comments.warning_auth_required,comments,댓글을 작성하려면 로그인하세요.
common.all_time,common,전체 기간
common.back,common,뒤로
common.cancel,common,취소
common.clear,common,지우기
common.close,common,닫기
common.coming_soon,common,곧 출시...
common.confirm,common,확인
common.copied,common,복사됨!
common.copy,common,복사
common.copy_link,common,링크 복사
common.delete,common,삭제
common.edit,common,편집
common.error,common,오류
common.exp_required,common,필요 경험치
common.filters,common,필터
common.frequently_asked_questions,common,자주 묻는 질문
common.gold_cost,common,골드 비용
common.last_updated,common,마지막 업데이트
common.latest,common,최신
common.level,common,레벨
common.loading,common,로딩 중...
common.no_data_yet,common,아직 데이터 없음
common.no_results,common,결과를 찾을 수 없습니다
common.optional,common,선택사항
common.popular,common,인기
common.quick_navigation,common,빠른 탐색
common.related_characters,common,관련 캐릭터
common.related_weapons,common,관련 무기
common.reset,common,초기화
common.save,common,저장
common.saving,common,저장 중...
common.search,common,검색
common.search_results,common,검색 결과
common.show_less,common,접기
common.show_more,common,더 보기
common.sort_by,common,정렬
common.success,common,성공
common.this_month,common,이번 달
common.this_week,common,이번 주
common.view,common,보기
custom.conveyor_merger.desc,custom,최대 3개의 컨베이어를 하나의 출력으로 병합합니다. 전력 불필요.
custom.conveyor_merger.name,custom,컨베이어 병합기
equipment.additional_stats,equipment,추가 스탯
equipment.all_parts,equipment,모든 부위
equipment.all_stages,equipment,모든 단계
equipment.all_tiers,equipment,모든 티어
equipment.attr.AllDamageTakenScalar,equipment,전체 피해 감소
equipment.attr.AllSkillDamageIncrease,equipment,전체 스킬 피해
equipment.attr.CrystAndPulseDamageIncrease,equipment,빙결&전격 피해
equipment.attr.FireAndNaturalDamageIncrease,equipment,열&자연 피해
equipment.attr.Main,equipment,주 속성
equipment.attr.SpellDamageIncrease,equipment,아츠 피해
equipment.attr.Sub,equipment,부 속성
equipment.base_stats,equipment,기본 스탯
equipment.best_for_characters,equipment,최적의 캐릭터
equipment.best_sets,equipment,최고의 장비 세트
equipment.browse_all,equipment,모든 장비 세트 탐색
equipment.community_rating,equipment,커뮤니티 평점
equipment.early_game,equipment,초반 (Lv10-28)
equipment.equipment_details,equipment,장비 상세정보
equipment.equipment_pieces,equipment,장비 부품
equipment.filter_by_part,equipment,부위 유형으로 필터
equipment.filter_by_stage,equipment,게임 단계로 필터
equipment.filter_by_tier,equipment,티어로 필터
equipment.game_stage,equipment,게임 단계
equipment.late_game,equipment,후반 (Lv70)
equipment.level_requirement,equipment,레벨 {level} 필요
equipment.loading,equipment,장비 데이터 로딩 중...
equipment.main_stat,equipment,메인
equipment.mid_game,equipment,중반 (Lv36-50)
equipment.most_liked,equipment,가장 인기 있는
equipment.no_set_bonus,equipment,세트 효과가 없는 개별 아이템입니다
equipment.no_sets_found,equipment,장비 세트를 찾을 수 없습니다
equipment.no_standalone_found,equipment,개별 장비를 찾을 수 없습니다
equipment.no_stats,equipment,스탯 데이터 없음
equipment.part_body,equipment,바디
equipment.part_edc,equipment,EDC
equipment.part_hand,equipment,핸드
equipment.part_of_set,equipment,{setName}의 일부
equipment.part_type,equipment,부위 유형
equipment.rate_this_set,equipment,이 세트 평가하기
equipment.recommended_for,equipment,{characterName}에게 추천
equipment.related_sets,equipment,관련 세트
equipment.results,equipment,세트 발견
equipment.search,equipment,장비 세트 검색...
equipment.select_character,equipment,캐릭터 선택...
equipment.set_bonus,equipment,{count}세트 보너스
equipment.set_effects,equipment,세트 효과
equipment.sort_by,equipment,정렬 기준
equipment.sort_name,equipment,이름
equipment.sort_pieces,equipment,총 개수
equipment.sort_tier,equipment,티어
equipment.standalone,equipment,단품 장비
equipment.standalone_equipment,equipment,개별 장비
equipment.standalone_results,equipment,아이템
equipment.stats,equipment,스탯
equipment.sub_stats,equipment,서브
equipment.tier,equipment,티어
equipment.tier_0,equipment,티어 0
equipment.tier_1,equipment,티어 1
equipment.tier_2,equipment,티어 2
equipment.tier_3,equipment,티어 3
equipment.tier_4,equipment,티어 4
equipment.tier_pieces,equipment,티어 {tier} 부품
equipment.title,equipment,장비 세트
equipment.total_pieces,equipment,{count}개
equipment.view_all_sets,equipment,모든 장비 세트 보기
equipment.view_set_details,equipment,세트 상세 보기
essence_solver.compatible,essence_solver,Compatible
essence_solver.farm_locations,essence_solver,Farm at
essence_solver.filter_by_dungeon,essence_solver,Filter by Dungeon
essence_solver.filter_by_rarity,essence_solver,Filter by Rarity
essence_solver.matches,essence_solver,Matches
essence_solver.missing,essence_solver,Missing
essence_solver.no_results,essence_solver,No essences match the current filters
essence_solver.recommended_essences,essence_solver,Recommended Essences
essence_solver.select_weapon,essence_solver,Select a Weapon
essence_solver.stats,essence_solver,Stats
essence_solver.title,essence_solver,Weapon Essence Solver
factory.actual,factory,실제
factory.all_items_production_overview,factory,전체 아이템 생산 개요
factory.balanced,factory,균형
factory.bottlenecks_detected,factory,병목 현상 감지됨
factory.browse_blueprints,factory,블루프린트 탐색
factory.buffer_bottlenecks,factory,버퍼 병목 현상
factory.buffer_capacity,factory,용량
factory.build,factory,건설
factory.building_count,factory,건물
factory.building_menu,factory,건물 메뉴
factory.buildings,factory,건물
factory.clear,factory,지우기
factory.click_product_tabs_for_details,factory,자세한 생산 체인 분석을 보려면 위의 제품 탭을 클릭하세요
factory.click_to_set,factory,클릭하여 설정
factory.community_blueprints,factory,AIC 공장 블루프린트
factory.community_blueprints_subtitle,factory,커뮤니티 공장 블루프린트 탐색 및 공유
factory.configure,factory,구성
factory.configure_output,factory,출력 설정
factory.confirm_delete_plan,factory,이 플랜을 삭제하시겠습니까?
factory.connection_graph,factory,연결 그래프
factory.consumed,factory,소비/분
factory.consumed_by,factory,소비자
factory.conveyor_connection_errors,factory,컨베이어 연결 오류
factory.conveyor_menu,factory,컨베이어 메뉴
factory.conveyor_saturation,factory,컨베이어 포화
factory.conveyors,factory,컨베이어
factory.cookbook,factory,레시피북
factory.cookbook_all_description,factory,게임 데이터에서 모든 제작 가능한 아이템 탐색
factory.cookbook_alternative_recipes,factory,대체 레시피
factory.cookbook_back_to_search,factory,검색으로 돌아가기
factory.cookbook_crafted_item,factory,제작 아이템
factory.cookbook_filter_factory,factory,현재 공장에서 제작 가능한 아이템만 표시
factory.cookbook_filtered_description,factory,현재 공장 건물로 제작 가능한 아이템만 표시 중
factory.cookbook_machine_required,factory,필요한 기계
factory.cookbook_no_factory_items,factory,현재 공장 건물로 제작할 수 있는 아이템이 없습니다
factory.cookbook_no_items,factory,제작 가능한 아이템을 찾을 수 없습니다
factory.cookbook_no_recipes,factory,이 아이템에 사용 가능한 레시피가 없습니다
factory.cookbook_production_chain,factory,생산 체인
factory.cookbook_raw_material,factory,원재료
factory.cookbook_select_item,factory,아이템을 선택하여 생산 체인 보기
factory.cookbook_selected_item,factory,선택한 아이템
factory.cookbook_show_all,factory,모든 아이템 표시
factory.cookbook_theoretical_rate,factory,이론 최대 속도
factory.cookbook_title,factory,레시피북
factory.copy,factory,복사
factory.copy_to_clipboard,factory,클립보드에 복사
factory.craft_time,factory,제작 시간
factory.create_blueprint,factory,블루프린트 생성
factory.create_first,factory,첫 번째 블루프린트 만들기
factory.create_new_save,factory,새 저장 생성
factory.current_file,factory,현재 파일
factory.current_tool,factory,도구
factory.cycles_per_min,factory,사이클/분
factory.cycles_per_minute,factory,사이클/분
factory.deficit,factory,부족
factory.delete,factory,삭제
factory.delete_building,factory,건물 삭제
factory.depth_level,factory,Lv {level}
factory.description,factory,설명
factory.description_placeholder,factory,간단한 설명...
factory.destination,factory,목적지
factory.detailed_producer_analysis,factory,상세 생산자 분석
factory.download_png,factory,PNG 다운로드
factory.edit_save,factory,저장 편집
factory.efficiency,factory,효율
factory.enter_save_name,factory,저장 이름 입력...
factory.error_deleting_plan,factory,플랜 삭제에 실패했습니다.
factory.error_loading_plan,factory,플랜 로드에 실패했습니다.
factory.error_loading_plans,factory,저장 파일을 불러오지 못했습니다.
factory.error_output_mismatch,factory,출력이 목적지 입력과 일치하지 않습니다
factory.error_saving_plan,factory,플랜 저장에 실패했습니다.
factory.error_updating_plan,factory,플랜 업데이트에 실패했습니다.
factory.export_import,factory,내보내기 / 가져오기
factory.export_import_hint,factory,"공장을 JSON 파일로 내보내 공유하거나 백업하거나, 이전에 내보낸 파일을 가져옵니다."
factory.export_json,factory,내보내기
factory.filter_by_building,factory,건물 유형
factory.filter_by_output,factory,출력 아이템
factory.filter_by_stage,factory,게임 스테이지
factory.filter_by_tags,factory,태그
factory.final_product,factory,최종 제품
factory.final_products,factory,최종 제품
factory.final_products_summary,factory,최종 제품 요약
factory.fix_conveyor_error,factory,레시피를 변경하거나 입력에 맞게 컨베이어를 다시 연결하세요
factory.focus,factory,포커스
factory.from_connected_recipe,factory,연결된 레시피에서
factory.graph_view,factory,연결 그래프
factory.grid_bounds,factory,그리드 경계
factory.grid_bounds_desc,factory,"공장 그리드의 크기를 정의합니다(0,0 중심). 건물과 컨베이어는 이 제한을 벗어나 배치할 수 없습니다."
factory.grid_height,factory,그리드 높이 (셀)
factory.grid_range,factory,그리드 범위
factory.grid_width,factory,그리드 너비 (셀)
factory.import_json,factory,가져오기
factory.input_buffer,factory,입력 버퍼
factory.inputs,factory,입력
factory.item,factory,아이템
factory.item_category.components,factory,부품
factory.item_category.consumables,factory,소모품
factory.item_category.equipment,factory,장비
factory.item_category.featured,factory,추천
factory.item_category.liquids,factory,액체
factory.item_category.other,factory,기타
factory.item_category.processed,factory,가공 재료
factory.item_category.raw_materials,factory,원재료
factory.items_in_transit,factory,운송 중
factory.live_updates,factory,실시간 (1초)
factory.load,factory,불러오기
factory.loading_items,factory,아이템 로드 중...
factory.local_saves,factory,로컬
factory.login_for_online,factory,로그인하여 온라인으로 공장 저장
factory.login_required,factory,온라인 저장을 위해 로그인하세요.
factory.machine,factory,기계
factory.make_private,factory,비공개로 설정
factory.make_public,factory,공개로 설정
factory.menu.build_mode,factory,건설 모드
factory.menu.clear_grid,factory,그리드 지우기
factory.menu.edit,factory,편집
factory.menu.export_json,factory,JSON 내보내기
factory.menu.file,factory,파일
factory.menu.graph_view,factory,그래프 보기
factory.menu.import_json,factory,JSON 가져오기
factory.menu.new_grid,factory,새 그리드
factory.menu.pan_mode,factory,이동 모드
factory.menu.production_stats,factory,생산 통계
factory.menu.reset_simulator,factory,
factory.menu.title,factory,메뉴
factory.menu.tools,factory,도구
factory.menu.view,factory,보기
factory.menu.zoom_fit,factory,화면에 맞추기
factory.merge_inputs,factory,입력
factory.merge_mixed_items,factory,여러 아이템 유형 병합 중
factory.merge_preview,factory,놓아서 병합
factory.merge_saturated,factory,병합 포화
factory.merge_total_rate,factory,총 속도
factory.merged_conveyor,factory,병합된 컨베이어
factory.most_liked,factory,가장 좋아요
factory.most_popular,factory,가장 인기
factory.move,factory,이동
factory.move_building,factory,건물 이동
factory.multi_producer_excess,factory,다중 생산자 과잉
factory.my_blueprints,factory,내 블루프린트
factory.name_required,factory,이름을 입력해주세요.
factory.net,factory,순/분
factory.new_online_save,factory,새 온라인 저장
factory.new_save,factory,새 저장
factory.no_blueprints,factory,블루프린트가 없습니다
factory.no_file_loaded,factory,파일이 로드되지 않았습니다. 새로 저장하거나 기존 파일을 로드하세요.
factory.no_online_saves,factory,온라인 저장이 없습니다
factory.no_output_selected,factory,출력이 선택되지 않음
factory.no_production_data,factory,생산 데이터가 없습니다. 건물에 레시피를 할당하여 통계를 확인하세요.
factory.no_recipe,factory,레시피 없음
factory.no_recipes_available,factory,이 건물에 사용 가능한 레시피가 없습니다
