Key,Module,Translation
builds.filter_by_character,builds,メインキャラクター
builds.filter_by_element,builds,属性タイプ
builds.filter_by_partner,builds,チームパートナー
builds.filter_by_set,builds,装備セット
builds.filter_by_tag,builds,タグ
builds.filter_by_weapon,builds,武器
builds.filter_character,builds,キャラ
builds.filter_has_video,builds,動画ガイドあり
builds.filter_weapon,builds,武器タイプ
builds.filters,builds,フィルター
builds.guide,builds,ビルドガイド
builds.hide_section,builds,このセクションを非表示
builds.hide_stats,builds,ステータス非表示
builds.import_build,builds,ビルドをインポート
builds.import_error,builds,無効なビルドデータです。JSON形式を確認してください。
builds.import_export,builds,ビルドのインポート/エクスポート
builds.import_placeholder,builds,ビルドJSONを貼り付けてインポート...
builds.import_success,builds,ビルドのインポートに成功しました!
builds.latest_builds,builds,最新ビルド
builds.liked_builds,builds,お気に入りビルド
builds.likes,builds,いいね
builds.link_copied,builds,リンクをコピーしました！
builds.loading_builds,builds,ビルドを読み込み中...
builds.login_required,builds,ビルドを保存するにはログインが必要です
builds.main_equipment,builds,メイン装備
builds.make_public,builds,公開にする
builds.manage_builds,builds,ビルド管理
builds.max_2_tags,builds,最大2つ
builds.max_partners_reached,builds,
builds.most_liked,builds,いいね数
builds.most_popular,builds,人気
builds.my_builds,builds,マイビルド
builds.no_build_specified,builds,ビルドが指定されていません
builds.no_build_specified_desc,builds,表示するビルドを選択してください。
builds.no_builds_character,builds,ビルドがありません
builds.no_builds_period,builds,この期間にビルドはありません。
builds.no_builds_yet,builds,まだビルドを作成していません
builds.no_character_selected,builds,キャラクターが選択されていません
builds.no_community_builds,builds,コミュニティビルドがまだありません
builds.no_description,builds,説明なし
builds.no_equipment_selected,builds,装備が選択されていません
builds.no_liked_builds,builds,まだお気に入りのビルドがありません
builds.no_notes,builds,メモなし
builds.no_results,builds,ビルドが見つかりません
builds.no_results_desc,builds,現在のフィルターに一致するビルドがありません。フィルターを調整するか、下の人気ビルドをご覧ください。
builds.no_weapon,builds,武器が選択されていません
builds.not_found,builds,ビルドが見つからないか、表示権限がありません
builds.not_found_desc,builds,お探しのビルドは存在しないか、削除されました。
builds.notes,builds,メモ
builds.nothing_recommended,builds,推奨なし
builds.other_recommended_partners,builds,
builds.partner,builds,パートナー
builds.partners_explanation_placeholder,builds,
builds.popular_this_week,builds,今週の人気ビルド
builds.preview,builds,プレビュー
builds.preview_note,builds,これは他の人に表示されるビルドのプレビューです
builds.private,builds,非公開
builds.public,builds,公開
builds.publish,builds,公開する
builds.recommended_partners_help,builds,
builds.remove_alternative,builds,代替を削除
builds.remove_character,builds,削除
builds.remove_to_add_more,builds,
builds.reset_filters,builds,フィルターをリセット
builds.results_for,builds,検索結果
builds.role,builds,役割
builds.save_build,builds,ビルドを保存
builds.save_error,builds,ビルドの保存に失敗しました。もう一度お試しください。
builds.save_requirements,builds,ビルド名と1人以上のキャラクターが必要です
builds.save_success,builds,ビルドを保存しました！
builds.saving,builds,保存中...
builds.search_equipment,builds,セット名、ステータス、効果で検索...
builds.search_placeholder,builds,ビルドを検索...
builds.search_results,builds,検索結果
builds.select_equipment,builds,装備を選択
builds.select_partner_to_recommend,builds,
builds.select_weapon,builds,武器を選択
builds.selected_partners,builds,
builds.set_bonuses,builds,セット効果
builds.share_with_community,builds,コミュニティと戦略を共有しよう
builds.short_description,builds,短い説明
builds.show_stats,builds,ステータス表示
builds.single_build,builds,ソロビルド
builds.single_char,builds,シングルキャラ
builds.single_mode,builds,シングルキャラ
builds.skill_priority,builds,スキル優先度
builds.skill_priority_reason_placeholder,builds,このレベリング順序の理由は？
builds.skill_type_combo,builds,連携
builds.skill_type_normal,builds,通常
builds.skill_type_ultimate,builds,必殺
builds.skill_upgrade_priority,builds,スキルアップグレード優先度
builds.skills,builds,スキル
builds.solo_build,builds,ソロビルド
builds.sort_by,builds,並び替え
builds.sort_latest,builds,最新
builds.sort_popular,builds,人気
builds.subtitle,builds,チームビルドを閲覧・共有
builds.tag_boss,builds,ボス戦
builds.tag_early_game,builds,序盤
builds.tag_f2p_friendly,builds,無課金向け
builds.tag_farming,builds,周回
builds.tag_help,builds,プレイヤーがビルドを見つけやすくするタグを最大2つ選択
builds.tag_late_game,builds,終盤
builds.tag_mid_game,builds,中盤
builds.tag_not_f2p_friendly,builds,課金推奨
builds.tags,builds,タグ
builds.team_build,builds,チームビルド
builds.team_desc,builds,最大4キャラクターのチームを作成
builds.team_mode,builds,チーム（最大4人）
builds.team_role_placeholder,builds,役割 (例: メインDPS、サポート)
builds.team_role_reason_placeholder,builds,このキャラクターがこの役割を担う理由は？
builds.this_month,builds,今月
builds.this_week,builds,今週
builds.title,builds,コミュニティビルド
builds.try_different_filters,builds,フィルターや検索ワードを変更してみてください。
builds.unnamed,builds,名前なしビルド
builds.unpublish,builds,非公開にする
builds.untitled,builds,無題のビルド
builds.up_to_4,builds,最大4キャラ
builds.update_build,builds,ビルドを更新
builds.update_success,builds,ビルドを更新しました！
builds.video,builds,動画
builds.video_showcase,builds,動画紹介
builds.view_character_details,builds,キャラクター詳細を見る
builds.view_mode,builds,表示
builds.views,builds,閲覧
builds.visibility_updated,builds,ビルドの表示設定を更新しました
builds.watch_video,builds,動画を見る
builds.weapon,builds,武器
builds.weapon_bonuses,builds,武器ボーナス
builds.weapon_label_placeholder,builds,最適
builds.weapon_not_found,builds,武器が見つかりません
builds.weapon_reason_placeholder,builds,なぜこの武器を選びましたか？
builds.weapon_skills,builds,武器スキル
builds.weapons,builds,武器
builds.why_these_partners,builds,
builds.your_username,builds,あなたのユーザー名
builds.youtube_video,builds,YouTube動画
builds.youtube_video_hint,builds,ビルドを紹介するYouTube動画を追加
characters.all_elements,characters,すべての属性
characters.all_professions,characters,すべての職業
characters.all_rarities,characters,すべてのレアリティ
characters.aspd,characters,攻撃速度
characters.atk,characters,攻撃力
characters.battle_skills,characters,バトルスキル
characters.battle_tags,characters,バトルタグ
characters.breakthrough,characters,ブレイクスルー
characters.breakthrough_details,characters,ブレイクスルー詳細
characters.browse_all,characters,すべてのエンドフィールドキャラクターを閲覧
characters.def,characters,防御力
characters.department,characters,陣営
characters.discussion,characters,キャラクターディスカッション
characters.effect,characters,効果
characters.element,characters,属性
characters.exp_items_required,characters,経験値アイテム
characters.experience_calculator,characters,経験値計算機
characters.factory_skill_slot,characters,スキルスロット {slot}
characters.factory_skills,characters,基地スキル
characters.from_level,characters,から
characters.hp,characters,HP
characters.level_1,characters,レベル1
characters.level_range,characters,レベル範囲
characters.level_up_requirements,characters,レベルアップ要件
characters.materials_required,characters,必要素材
characters.max_level,characters,最大レベル
characters.no_factory_skills,characters,基地スキルなし
characters.potential,characters,潜在能力
characters.potential_level,characters,潜在能力 {level}
characters.potential_passive,characters,潜能とパッシブ
characters.profession,characters,職業
characters.profile_records,characters,プロフィール記録
characters.rarity,characters,レアリティ
characters.required_items,characters,必要アイテム
characters.results,characters,キャラクター見つかりました
characters.search,characters,キャラクター検索...
characters.skill_type_combo,characters,連携技
characters.skill_type_normal,characters,通常スキル
characters.skill_type_talent,characters,タレント
characters.skill_type_ultimate,characters,必殺技
characters.stats_progression,characters,ステータス成長
characters.talents,characters,才能
characters.title,characters,キャラクター
characters.to_level,characters,まで
characters.unlocks_at,characters,レベル{level}で解放
characters.voice_actors,characters,声優
characters.voice_lines,characters,ボイスライン
characters.weapon_type,characters,武器タイプ
comments.auth_required_title,comments,認証が必要です
comments.be_first,comments,最初のコメントを投稿しましょう！
comments.cancel,comments,キャンセル
comments.char_count,comments,{count} / {max}
comments.days_ago,comments,{count}日前
comments.delete,comments,削除
comments.deleting,comments,削除中...
comments.edit,comments,編集
comments.edit_placeholder,comments,コメントを編集...
comments.edited,comments,（編集済み）
comments.error_delete_failed,comments,コメントの削除に失敗しました。もう一度お試しください。
comments.error_empty,comments,コメントを入力してください。
comments.error_invalid_content,comments,コメントに無効な文字またはHTMLタグが含まれています。プレーンテキストのみを使用してください。
comments.error_post_failed,comments,コメントの投稿に失敗しました。もう一度お試しください。
comments.error_too_long,comments,コメントが長すぎます（最大{max}文字）。
comments.error_update_failed,comments,コメントの更新に失敗しました。もう一度お試しください。
comments.formatting_guide,comments,書式設定
comments.hide_replies,comments,{count}件の返信を非表示
comments.hours_ago,comments,{count}時間前
comments.join_discussion,comments,ディスカッションに参加...
comments.just_now,comments,たった今
comments.load_more,comments,さらにコメントを読み込む
comments.loading,comments,コメントを読み込み中...
comments.loading_replies,comments,返信を読み込み中...
comments.login_link,comments,ログイン
comments.login_required,comments,コメントするにはログインしてください。
comments.mention_keyboard_hint,comments,↑↓ 移動 • Enter 選択 • Esc 閉じる
comments.mention_no_users,comments,ユーザーが見つかりません
comments.mention_searching,comments,ユーザーを検索中...
comments.minutes_ago,comments,{count}分前
comments.no_comments,comments,まだコメントがありません
comments.placeholder,comments,あなたの考えを共有...
comments.post_comment,comments,コメントを投稿
comments.post_reply,comments,返信を投稿
comments.posting,comments,投稿中...
comments.reply,comments,返信
comments.reply_placeholder,comments,返信を書く...
comments.replying_to,comments,返信先
comments.save_changes,comments,変更を保存
comments.show_replies,comments,{count}件の返信を表示
comments.success_deleted,comments,コメントが削除されました！
comments.success_posted,comments,コメントが投稿されました！
comments.success_reply_posted,comments,返信が投稿されました！
comments.success_updated,comments,コメントが更新されました！
comments.title,comments,コメント
comments.warning_auth_required,comments,コメントするにはログインしてください。
common.all_time,common,全期間
common.back,common,戻る
common.cancel,common,キャンセル
common.clear,common,クリア
common.close,common,閉じる
common.coming_soon,common,近日公開...
common.confirm,common,確認
common.copied,common,コピーしました!
common.copy,common,コピー
common.copy_link,common,リンクをコピー
common.delete,common,削除
common.edit,common,編集
common.error,common,エラー
common.exp_required,common,必要経験値
common.filters,common,フィルター
common.frequently_asked_questions,common,よくある質問
common.gold_cost,common,ゴールド消費
common.last_updated,common,最終更新
common.latest,common,最新
common.level,common,レベル
common.loading,common,読み込み中...
common.no_data_yet,common,データがまだありません
common.no_results,common,結果が見つかりません
common.optional,common,任意
common.popular,common,人気
common.quick_navigation,common,クイックナビゲーション
common.related_characters,common,関連キャラクター
common.related_weapons,common,関連武器
common.reset,common,リセット
common.save,common,保存
common.saving,common,保存中...
common.search,common,検索
common.search_results,common,検索結果
common.show_less,common,閉じる
common.show_more,common,もっと見る
common.sort_by,common,並び替え
common.success,common,成功
common.this_month,common,今月
common.this_week,common,今週
common.view,common,表示
custom.conveyor_merger.desc,custom,最大3本のコンベアを1本の出力に統合します。電力不要。
custom.conveyor_merger.name,custom,コンベアマージャー
equipment.additional_stats,equipment,追加ステータス
equipment.all_parts,equipment,すべての部位
equipment.all_stages,equipment,すべてのステージ
equipment.all_tiers,equipment,すべてのティア
equipment.attr.AllDamageTakenScalar,equipment,全被ダメージ軽減
equipment.attr.AllSkillDamageIncrease,equipment,全スキルダメージ
equipment.attr.CrystAndPulseDamageIncrease,equipment,凍結&電撃ダメージ
equipment.attr.FireAndNaturalDamageIncrease,equipment,熱&自然ダメージ
equipment.attr.Main,equipment,主属性
equipment.attr.SpellDamageIncrease,equipment,アーツダメージ
equipment.attr.Sub,equipment,副属性
equipment.base_stats,equipment,基本ステータス
equipment.best_for_characters,equipment,最適なキャラクター
equipment.best_sets,equipment,最適な装備セット
equipment.browse_all,equipment,すべての装備セットを閲覧
equipment.community_rating,equipment,コミュニティ評価
equipment.early_game,equipment,序盤（Lv10-28）
equipment.equipment_details,equipment,装備詳細
equipment.equipment_pieces,equipment,装備部品
equipment.filter_by_part,equipment,部位タイプで絞り込み
equipment.filter_by_stage,equipment,ゲームステージで絞り込み
equipment.filter_by_tier,equipment,ティアで絞り込み
equipment.game_stage,equipment,ゲームステージ
equipment.late_game,equipment,終盤（Lv70）
equipment.level_requirement,equipment,レベル{level}必要
equipment.loading,equipment,装備データを読み込み中...
equipment.main_stat,equipment,メイン
equipment.mid_game,equipment,中盤（Lv36-50）
equipment.most_liked,equipment,最も人気
equipment.no_set_bonus,equipment,セット効果のない単品装備です
equipment.no_sets_found,equipment,装備セットが見つかりません
equipment.no_standalone_found,equipment,単品装備が見つかりません
equipment.no_stats,equipment,ステータスデータなし
equipment.part_body,equipment,ボディ
equipment.part_edc,equipment,EDC
equipment.part_hand,equipment,ハンド
equipment.part_of_set,equipment,{setName}の一部
equipment.part_type,equipment,部位タイプ
equipment.rate_this_set,equipment,このセットを評価
equipment.recommended_for,equipment,{characterName}におすすめ
equipment.related_sets,equipment,関連セット
equipment.results,equipment,セット見つかりました
equipment.search,equipment,装備セットを検索...
equipment.select_character,equipment,キャラクターを選択...
equipment.set_bonus,equipment,{count}セットボーナス
equipment.set_effects,equipment,セット効果
equipment.sort_by,equipment,並び替え
equipment.sort_name,equipment,名前
equipment.sort_pieces,equipment,総数
equipment.sort_tier,equipment,ティア
equipment.standalone,equipment,単品装備
equipment.standalone_equipment,equipment,単品装備
equipment.standalone_results,equipment,アイテム
equipment.stats,equipment,ステータス
equipment.sub_stats,equipment,サブ
equipment.tier,equipment,ティア
equipment.tier_0,equipment,ティア 0
equipment.tier_1,equipment,ティア 1
equipment.tier_2,equipment,ティア 2
equipment.tier_3,equipment,ティア 3
equipment.tier_4,equipment,ティア 4
equipment.tier_pieces,equipment,ティア{tier}部品
equipment.title,equipment,装備セット
equipment.total_pieces,equipment,{count}個
equipment.view_all_sets,equipment,すべての装備セットを表示
equipment.view_set_details,equipment,セット詳細を表示
essence_solver.compatible,essence_solver,Compatible
essence_solver.farm_locations,essence_solver,Farm at
essence_solver.filter_by_dungeon,essence_solver,Filter by Dungeon
essence_solver.filter_by_rarity,essence_solver,Filter by Rarity
essence_solver.matches,essence_solver,Matches
essence_solver.missing,essence_solver,Missing
essence_solver.no_results,essence_solver,No essences match the current filters
essence_solver.recommended_essences,essence_solver,Recommended Essences
essence_solver.select_weapon,essence_solver,Select a Weapon
essence_solver.stats,essence_solver,Stats
essence_solver.title,essence_solver,Weapon Essence Solver
factory.actual,factory,実際
factory.all_items_production_overview,factory,全アイテム生産概要
factory.balanced,factory,バランス
factory.bottlenecks_detected,factory,ボトルネック検出
factory.browse_blueprints,factory,ブループリントを閲覧
factory.buffer_bottlenecks,factory,バッファのボトルネック
factory.buffer_capacity,factory,容量
factory.build,factory,建設
factory.building_count,factory,建物
factory.building_menu,factory,建物メニュー
factory.buildings,factory,建物
factory.clear,factory,クリア
factory.click_product_tabs_for_details,factory,詳細な生産チェーン分析については、上記の製品タブをクリックしてください
factory.click_to_set,factory,クリックして設定
factory.community_blueprints,factory,AIC工場ブループリント
factory.community_blueprints_subtitle,factory,コミュニティの工場ブループリントを閲覧・共有
factory.configure,factory,設定
factory.configure_output,factory,出力設定
factory.confirm_delete_plan,factory,このプランを削除しますか？
factory.connection_graph,factory,接続グラフ
factory.consumed,factory,消費/分
factory.consumed_by,factory,消費者
factory.conveyor_connection_errors,factory,コンベア接続エラー
factory.conveyor_menu,factory,コンベアメニュー
factory.conveyor_saturation,factory,コンベア飽和
factory.conveyors,factory,コンベア
factory.cookbook,factory,レシピブック
factory.cookbook_all_description,factory,ゲームデータからすべての製作可能なアイテムを閲覧
factory.cookbook_alternative_recipes,factory,代替レシピ
factory.cookbook_back_to_search,factory,検索に戻る
factory.cookbook_crafted_item,factory,製作アイテム
factory.cookbook_filter_factory,factory,現在の工場で製作可能なアイテムのみ表示
factory.cookbook_filtered_description,factory,現在の工場建物で製作可能なアイテムのみ表示中
factory.cookbook_machine_required,factory,必要な機械
factory.cookbook_no_factory_items,factory,現在の工場建物では製作できるアイテムがありません
factory.cookbook_no_items,factory,製作可能なアイテムが見つかりません
factory.cookbook_no_recipes,factory,このアイテムのレシピはありません
factory.cookbook_production_chain,factory,生産チェーン
factory.cookbook_raw_material,factory,原材料
factory.cookbook_select_item,factory,アイテムを選択して生産チェーンを表示
factory.cookbook_selected_item,factory,選択したアイテム
factory.cookbook_show_all,factory,すべてのアイテムを表示
factory.cookbook_theoretical_rate,factory,理論最大レート
factory.cookbook_title,factory,レシピブック
factory.copy,factory,コピー
factory.copy_to_clipboard,factory,クリップボードにコピー
factory.craft_time,factory,製作時間
factory.create_blueprint,factory,ブループリント作成
factory.create_first,factory,最初のブループリントを作成
factory.create_new_save,factory,新しいセーブを作成
factory.current_file,factory,現在のファイル
factory.current_tool,factory,ツール
factory.cycles_per_min,factory,サイクル/分
factory.cycles_per_minute,factory,サイクル/分
factory.deficit,factory,不足
factory.delete,factory,削除
factory.delete_building,factory,建物を削除
factory.depth_level,factory,Lv {level}
factory.description,factory,説明
factory.description_placeholder,factory,簡単な説明...
factory.destination,factory,目的地
factory.detailed_producer_analysis,factory,詳細な生産者分析
factory.download_png,factory,PNG をダウンロード
factory.edit_save,factory,セーブを編集
factory.efficiency,factory,効率
factory.enter_save_name,factory,セーブ名を入力...
factory.error_deleting_plan,factory,プランの削除に失敗しました。
factory.error_loading_plan,factory,プランの読み込みに失敗しました。
factory.error_loading_plans,factory,セーブの読み込みに失敗しました。
factory.error_output_mismatch,factory,出力が目的地の入力と一致しません
factory.error_saving_plan,factory,プランの保存に失敗しました。
factory.error_updating_plan,factory,プランの更新に失敗しました。
factory.export_import,factory,エクスポート / インポート
factory.export_import_hint,factory,工場をJSONファイルとしてエクスポートして共有またはバックアップするか、以前にエクスポートしたファイルをインポートします。
factory.export_json,factory,エクスポート
factory.filter_by_building,factory,建物タイプ
factory.filter_by_output,factory,出力アイテム
factory.filter_by_stage,factory,ゲームステージ
factory.filter_by_tags,factory,タグ
factory.final_product,factory,最終製品
factory.final_products,factory,最終製品
factory.final_products_summary,factory,最終製品の概要
factory.fix_conveyor_error,factory,レシピを変更するか、入力に合わせてコンベアを再接続してください
factory.focus,factory,フォーカス
factory.from_connected_recipe,factory,接続されたレシピから
factory.graph_view,factory,接続グラフ
factory.grid_bounds,factory,グリッド境界
factory.grid_bounds_desc,factory,"工場グリッドのサイズを定義します（0,0を中心）。建物とコンベアはこれらの制限外に配置できません。"
factory.grid_height,factory,グリッド高さ（セル）
factory.grid_range,factory,グリッド範囲
factory.grid_width,factory,グリッド幅（セル）
factory.import_json,factory,インポート
factory.input_buffer,factory,入力バッファ
factory.inputs,factory,入力
factory.item,factory,アイテム
factory.item_category.components,factory,コンポーネント
factory.item_category.consumables,factory,消耗品
factory.item_category.equipment,factory,装備
factory.item_category.featured,factory,おすすめ
factory.item_category.liquids,factory,液体
factory.item_category.other,factory,その他
factory.item_category.processed,factory,加工素材
factory.item_category.raw_materials,factory,原材料
factory.items_in_transit,factory,輸送中
factory.live_updates,factory,ライブ（1秒）
factory.load,factory,読み込み
factory.loading_items,factory,アイテムを読み込み中...
factory.local_saves,factory,ローカル
factory.login_for_online,factory,ログインしてオンラインで工場を保存
factory.login_required,factory,オンライン保存にはログインが必要です。
factory.machine,factory,機械
factory.make_private,factory,非公開にする
factory.make_public,factory,公開にする
factory.menu.build_mode,factory,建設モード
factory.menu.clear_grid,factory,グリッドをクリア
factory.menu.edit,factory,編集
factory.menu.export_json,factory,JSONエクスポート
factory.menu.file,factory,ファイル
factory.menu.graph_view,factory,グラフビュー
factory.menu.import_json,factory,JSONインポート
factory.menu.new_grid,factory,新規グリッド
factory.menu.pan_mode,factory,パンモード
factory.menu.production_stats,factory,生産統計
factory.menu.reset_simulator,factory,
factory.menu.title,factory,メニュー
factory.menu.tools,factory,ツール
factory.menu.view,factory,表示
factory.menu.zoom_fit,factory,画面に合わせる
factory.merge_inputs,factory,入力
factory.merge_mixed_items,factory,複数のアイテムタイプを合流中
factory.merge_preview,factory,離して合流
factory.merge_saturated,factory,合流飽和
factory.merge_total_rate,factory,合計レート
factory.merged_conveyor,factory,合流コンベア
factory.most_liked,factory,最も「いいね」
factory.most_popular,factory,最も人気
factory.move,factory,移動
factory.move_building,factory,建物を移動
factory.multi_producer_excess,factory,マルチプロデューサー過剰
factory.my_blueprints,factory,マイブループリント
factory.name_required,factory,名前を入力してください。
factory.net,factory,正味/分
factory.new_online_save,factory,新規オンラインセーブ
factory.new_save,factory,新しいセーブ
factory.no_blueprints,factory,ブループリントがありません
factory.no_file_loaded,factory,ファイルが読み込まれていません。新規保存するか既存のものを読み込んでください。
factory.no_online_saves,factory,オンラインセーブがありません
factory.no_output_selected,factory,出力が選択されていません
factory.no_production_data,factory,生産データがありません。建物にレシピを割り当てて統計を表示してください。
factory.no_recipe,factory,レシピなし
factory.no_recipes_available,factory,この建物には利用可能なレシピがありません
factory.no_recipes_produce_item,factory,このアイテムを生産するレシピが見つかりません。このアイテムはインポートまたは手動で作成する必要があるかもしれません。
factory.no_saved_games,factory,セーブデータがありません
factory.not_configured,factory,未設定
factory.notifications.auto_loaded,factory,自動読み込み：{name}
factory.notifications.cannot_place_building,factory,ここに建物を配置できません - 別の建物またはコンベアによって位置がブロックされています
factory.notifications.cannot_place_control_point,factory,ここに制御点を配置できません - 有効なパスがありません
factory.notifications.confirm_delete,factory,"セーブ ""{name}"" を削除しますか？この操作は元に戻せません。"
factory.notifications.confirm_import,factory,この工場をインポートしますか？保存されていない変更は失われます。
factory.notifications.confirm_load,factory,"""{name}"" を読み込みますか？"
factory.notifications.confirm_load_with_current,factory,"""{name}"" を読み込みますか？保存されていない変更は失われます。"
factory.notifications.conveyor_error,factory,コンベアの再計算中にエラーが発生しました。建物は回転しましたが、コンベアを手動で再接続する必要がある場合があります。
factory.notifications.created_new_save,factory,"新しいセーブ ""{name}"" を作成しました"
factory.notifications.exported_json,factory,工場をJSONファイルにエクスポートしました
factory.notifications.failed_to_delete,factory,セーブの削除に失敗しました
factory.notifications.failed_to_export,factory,工場のエクスポートに失敗しました
factory.notifications.failed_to_import,factory,工場のインポートに失敗しました
factory.notifications.failed_to_load,factory,ゲームの読み込みに失敗しました
factory.notifications.failed_to_read_file,factory,ファイルの読み込みに失敗しました
