Key,Module,Translation
equipment.no_stats,equipment,Sin datos de estadísticas
equipment.part_body,equipment,Cuerpo
equipment.part_edc,equipment,EDC
equipment.part_hand,equipment,Mano
equipment.part_of_set,equipment,Parte de {setName}
equipment.part_type,equipment,Tipo de Parte
equipment.rate_this_set,equipment,Califica este conjunto para tu personaje
equipment.recommended_for,equipment,Recomendado para {characterName}
equipment.related_sets,equipment,Conjuntos Relacionados
equipment.results,equipment,conjuntos encontrados
equipment.search,equipment,Buscar conjuntos de equipo...
equipment.select_character,equipment,Selecciona un personaje...
equipment.set_bonus,equipment,Bonificación de {count} Piezas
equipment.set_effects,equipment,Efectos de Conjunto
equipment.sort_by,equipment,Ordenar Por
equipment.sort_name,equipment,Nombre
equipment.sort_pieces,equipment,Total de Piezas
equipment.sort_tier,equipment,Nivel
equipment.standalone,equipment,Equipo Individual
equipment.standalone_equipment,equipment,Equipo Individual
equipment.standalone_results,equipment,objetos
equipment.stats,equipment,Estadísticas
equipment.sub_stats,equipment,Secundario
equipment.tier,equipment,Nivel
equipment.tier_0,equipment,Nivel 0
equipment.tier_1,equipment,Nivel 1
equipment.tier_2,equipment,Nivel 2
equipment.tier_3,equipment,Nivel 3
equipment.tier_4,equipment,Nivel 4
equipment.tier_pieces,equipment,Piezas de Nivel {tier}
equipment.title,equipment,Conjuntos de Equipo
equipment.total_pieces,equipment,{count} piezas
equipment.view_all_sets,equipment,Ver Todos los Conjuntos de Equipo
equipment.view_set_details,equipment,Ver Detalles del Conjunto
essence_solver.compatible,essence_solver,Compatible
essence_solver.farm_locations,essence_solver,Farm at
essence_solver.filter_by_dungeon,essence_solver,Filter by Dungeon
essence_solver.filter_by_rarity,essence_solver,Filter by Rarity
essence_solver.matches,essence_solver,Matches
essence_solver.missing,essence_solver,Missing
essence_solver.no_results,essence_solver,No essences match the current filters
essence_solver.recommended_essences,essence_solver,Recommended Essences
essence_solver.select_weapon,essence_solver,Select a Weapon
essence_solver.stats,essence_solver,Stats
essence_solver.title,essence_solver,Weapon Essence Solver
factory.actual,factory,Real
factory.all_items_production_overview,factory,Resumen de Producción de Todos los Artículos
factory.balanced,factory,Balanceado
factory.bottlenecks_detected,factory,Cuellos de Botella Detectados
factory.browse_blueprints,factory,Explorar Planos
factory.buffer_bottlenecks,factory,Cuellos de Botella de Buffer
factory.buffer_capacity,factory,Capacidad
factory.build,factory,Construir
factory.building_count,factory,Edificios
factory.building_menu,factory,Menú de Edificios
factory.buildings,factory,Edificios
factory.clear,factory,Limpiar
factory.click_product_tabs_for_details,factory,Haga clic en las pestañas de productos arriba para ver el análisis detallado de la cadena de producción
factory.click_to_set,factory,Clic para configurar
factory.community_blueprints,factory,Planos de Fábrica AIC
factory.community_blueprints_subtitle,factory,Explora y comparte planos de fábrica de la comunidad
factory.configure,factory,Configurar
factory.configure_output,factory,Configurar Salida
factory.confirm_delete_plan,factory,¿Estás seguro de que deseas eliminar este plan?
factory.connection_graph,factory,Gráfico de Conexiones
factory.consumed,factory,Consumido/min
factory.consumed_by,factory,Consumido por
factory.conveyor_connection_errors,factory,Errores de Conexión de Transportador
factory.conveyor_menu,factory,Menú de Transportadores
factory.conveyor_saturation,factory,Saturación de Transportador
factory.conveyors,factory,Transportadores
factory.cookbook,factory,Recetario
factory.cookbook_all_description,factory,Explora todos los artículos fabricables de los datos del juego
factory.cookbook_alternative_recipes,factory,Recetas Alternativas
factory.cookbook_back_to_search,factory,Volver a Búsqueda
factory.cookbook_crafted_item,factory,Artículo Fabricado
factory.cookbook_filter_factory,factory,Mostrar solo artículos de la fábrica actual
factory.cookbook_filtered_description,factory,Mostrando solo artículos que se pueden fabricar con los edificios actuales
factory.cookbook_machine_required,factory,Máquina Requerida
factory.cookbook_no_factory_items,factory,No se pueden fabricar artículos con los edificios actuales
factory.cookbook_no_items,factory,No se encontraron artículos fabricables
factory.cookbook_no_recipes,factory,No hay recetas disponibles para este artículo
factory.cookbook_production_chain,factory,Cadena de Producción
factory.cookbook_raw_material,factory,Materia Prima
factory.cookbook_select_item,factory,Selecciona un artículo para ver su cadena de producción
factory.cookbook_selected_item,factory,Artículo Seleccionado
factory.cookbook_show_all,factory,Mostrar todos los artículos
factory.cookbook_theoretical_rate,factory,Tasa Máxima Teórica
factory.cookbook_title,factory,Recetario
factory.copy,factory,Copiar
factory.copy_to_clipboard,factory,Copiar al portapapeles
factory.craft_time,factory,Tiempo de Fabricación
factory.create_blueprint,factory,Crear Plano
factory.create_first,factory,Crear el primer plano
factory.create_new_save,factory,Crear Nueva Partida
factory.current_file,factory,Archivo Actual
factory.current_tool,factory,Herramienta
factory.cycles_per_min,factory,ciclos/min
factory.cycles_per_minute,factory,ciclos/min
factory.deficit,factory,Déficit
factory.delete,factory,Eliminar
factory.delete_building,factory,Eliminar Edificio
factory.depth_level,factory,Nv {level}
factory.description,factory,Descripción
factory.description_placeholder,factory,Breve descripción...
factory.destination,factory,Destino
factory.detailed_producer_analysis,factory,Análisis Detallado del Productor
factory.download_png,factory,Descargar PNG
factory.edit_save,factory,Editar guardado
factory.efficiency,factory,Eficiencia
factory.enter_save_name,factory,Ingresa nombre de partida...
factory.error_deleting_plan,factory,Error al eliminar el plan.
factory.error_loading_plan,factory,Error al cargar el plan.
factory.error_loading_plans,factory,Error al cargar tus guardados.
factory.error_output_mismatch,factory,La salida no coincide con la entrada de destino
factory.error_saving_plan,factory,Error al guardar el plan.
factory.error_updating_plan,factory,Error al actualizar el plan.
factory.export_import,factory,Exportar / Importar
factory.export_import_hint,factory,"Exporta tu fábrica como archivo JSON para compartir o respaldar, o importa un archivo previamente exportado."
factory.export_json,factory,Exportar
factory.filter_by_building,factory,Tipo de Edificio
factory.filter_by_output,factory,Artículo de Salida
factory.filter_by_stage,factory,Etapa del Juego
factory.filter_by_tags,factory,Etiquetas
factory.final_product,factory,Producto Final
factory.final_products,factory,Productos Finales
factory.final_products_summary,factory,Resumen de Productos Finales
factory.fix_conveyor_error,factory,Cambie la receta o vuelva a conectar el transportador para que coincida con las entradas
factory.focus,factory,Enfocar
factory.from_connected_recipe,factory,De receta conectada
factory.graph_view,factory,Gráfico de Conexiones
factory.grid_bounds,factory,Límites de Cuadrícula
factory.grid_bounds_desc,factory,"Define el tamaño de tu cuadrícula de fábrica (centrado en 0,0). Los edificios y transportadores no pueden colocarse fuera de estos límites."
factory.grid_height,factory,Alto de Cuadrícula (celdas)
factory.grid_range,factory,Rango de Cuadrícula
factory.grid_width,factory,Ancho de Cuadrícula (celdas)
factory.import_json,factory,Importar
factory.input_buffer,factory,Buffer de Entrada
factory.inputs,factory,Entradas
factory.item,factory,Artículo
factory.item_category.components,factory,Componentes
factory.item_category.consumables,factory,Consumibles
factory.item_category.equipment,factory,Equipamiento
factory.item_category.featured,factory,Destacados
factory.item_category.liquids,factory,Líquidos
factory.item_category.other,factory,Otros
factory.item_category.processed,factory,Materiales Procesados
factory.item_category.raw_materials,factory,Materias Primas
factory.items_in_transit,factory,En Tránsito
factory.live_updates,factory,En vivo (1s)
factory.load,factory,Cargar
factory.loading_items,factory,Cargando artículos...
factory.local_saves,factory,Local
factory.login_for_online,factory,Inicia sesión para guardar tu fábrica en línea
factory.login_required,factory,Inicia sesión para guardar en línea.
factory.machine,factory,Máquina
factory.make_private,factory,Hacer privado
factory.make_public,factory,Hacer público
factory.menu.build_mode,factory,Modo Construir
factory.menu.clear_grid,factory,Limpiar Cuadrícula
factory.menu.edit,factory,Editar
factory.menu.export_json,factory,Exportar JSON
factory.menu.file,factory,Archivo
factory.menu.graph_view,factory,Vista de Gráfico
factory.menu.import_json,factory,Importar JSON
factory.menu.new_grid,factory,Nueva Cuadrícula
factory.menu.pan_mode,factory,Modo Desplazar
factory.menu.production_stats,factory,Estadísticas de Producción
factory.menu.reset_simulator,factory,
factory.menu.title,factory,Menú
factory.menu.tools,factory,Herramientas
factory.menu.view,factory,Ver
factory.menu.zoom_fit,factory,Ajustar a Pantalla
factory.merge_inputs,factory,entradas
factory.merge_mixed_items,factory,Fusión de múltiples tipos de artículos
factory.merge_preview,factory,Suelta para fusionar
factory.merge_saturated,factory,Fusión saturada
factory.merge_total_rate,factory,Tasa total
factory.merged_conveyor,factory,Transportador Fusionado
factory.most_liked,factory,Más Gustados
factory.most_popular,factory,Más Popular
factory.move,factory,Mover
