Key,Module,Translation
builds.import_build,builds,Импорт сборки
builds.import_error,builds,Неверные данные сборки. Проверьте формат JSON.
builds.import_export,builds,Импорт/Экспорт сборки
builds.import_placeholder,builds,Вставьте JSON сборки для импорта...
builds.import_success,builds,Сборка успешно импортирована!
builds.latest_builds,builds,Последние Сборки
builds.liked_builds,builds,Понравившиеся сборки
builds.likes,builds,лайков
builds.link_copied,builds,Ссылка скопирована!
builds.loading_builds,builds,Загрузка сборок...
builds.login_required,builds,"Войдите, чтобы сохранить сборки"
builds.main_equipment,builds,Основное снаряжение
builds.make_public,builds,Сделать публичным
builds.manage_builds,builds,Управление сборками
builds.max_2_tags,builds,Макс 2
builds.max_partners_reached,builds,
builds.most_liked,builds,Больше всего лайков
builds.most_popular,builds,Самые популярные
builds.my_builds,builds,Мои сборки
builds.no_build_specified,builds,Сборка не указана
builds.no_build_specified_desc,builds,"Пожалуйста, выберите сборку для просмотра."
builds.no_builds_character,builds,Сборок пока нет
builds.no_builds_period,builds,За этот период сборок не найдено.
builds.no_builds_yet,builds,Вы ещё не создали ни одной сборки
builds.no_character_selected,builds,Персонаж не выбран
builds.no_community_builds,builds,Сборок сообщества пока нет
builds.no_description,builds,Нет описания
builds.no_equipment_selected,builds,Снаряжение не выбрано
builds.no_liked_builds,builds,У вас пока нет понравившихся сборок
builds.no_notes,builds,Нет заметок
builds.no_results,builds,Сборки не найдены
builds.no_results_desc,builds,"Нет сборок, соответствующих вашим фильтрам. Попробуйте изменить фильтры или посмотрите популярные сборки ниже."
builds.no_weapon,builds,Оружие не выбрано
builds.not_found,builds,Сборка не найдена или у вас нет прав на её просмотр
builds.not_found_desc,builds,Искомая сборка не существует или была удалена.
builds.notes,builds,Заметки
builds.nothing_recommended,builds,Нет рекомендаций
builds.other_recommended_partners,builds,
builds.partner,builds,Партнёр
builds.partners_explanation_placeholder,builds,
builds.popular_this_week,builds,Популярные Сборки Недели
builds.preview,builds,Предпросмотр
builds.preview_note,builds,"Это предпросмотр того, как ваша сборка будет выглядеть для других"
builds.private,builds,Приватная
builds.public,builds,Публичная
builds.publish,builds,Опубликовать
builds.recommended_partners_help,builds,
builds.remove_alternative,builds,Удалить альтернативу
builds.remove_character,builds,Удалить
builds.remove_to_add_more,builds,
builds.reset_filters,builds,Сбросить фильтры
builds.results_for,builds,Результаты для
builds.role,builds,Роль
builds.save_build,builds,Сохранить сборку
builds.save_error,builds,"Не удалось сохранить сборку. Пожалуйста, попробуйте снова."
builds.save_requirements,builds,Требуется название сборки и хотя бы один персонаж
builds.save_success,builds,Сборка успешно сохранена!
builds.saving,builds,Сохранение...
builds.search_equipment,builds,"Поиск по названию набора, стату или эффекту..."
builds.search_placeholder,builds,Поиск сборок...
builds.search_results,builds,Результаты поиска
builds.select_equipment,builds,Выбрать Снаряжение
builds.select_partner_to_recommend,builds,
builds.select_weapon,builds,Выбрать Оружие
builds.selected_partners,builds,
builds.set_bonuses,builds,Бонусы сета
builds.share_with_community,builds,Поделитесь своей стратегией с сообществом
builds.short_description,builds,Краткое описание
builds.show_stats,builds,Показать Статы
builds.single_build,builds,Одиночная сборка
builds.single_char,builds,Один персонаж
builds.single_mode,builds,Один Персонаж
builds.skill_priority,builds,Приоритет навыков
builds.skill_priority_reason_placeholder,builds,Почему такой порядок прокачки?
builds.skill_type_combo,builds,Комбо
builds.skill_type_normal,builds,Обычный
builds.skill_type_ultimate,builds,Ультимат
builds.skill_upgrade_priority,builds,Приоритет улучшения навыков
builds.skills,builds,Навыки
builds.solo_build,builds,Соло сборка
builds.sort_by,builds,Сортировать по
builds.sort_latest,builds,Новейшие
builds.sort_popular,builds,Популярные
builds.subtitle,builds,Просматривайте и делитесь сборками команд
builds.tag_boss,builds,Босс
builds.tag_early_game,builds,Ранняя игра
builds.tag_f2p_friendly,builds,F2P-дружественно
builds.tag_farming,builds,Фарм
builds.tag_help,builds,"Выберите до 2 тегов, чтобы игроки могли найти вашу сборку"
builds.tag_late_game,builds,Поздняя игра
builds.tag_mid_game,builds,Середина игры
builds.tag_not_f2p_friendly,builds,Не для F2P
builds.tags,builds,Теги
builds.team_build,builds,Командная сборка
builds.team_desc,builds,Создайте команду до 4 персонажей
builds.team_mode,builds,Команда (до 4)
builds.team_role_placeholder,builds,"Роль (напр., Осн. ДПС, Поддержка)"
builds.team_role_reason_placeholder,builds,Почему этот персонаж выполняет эту роль?
builds.this_month,builds,Этот месяц
builds.this_week,builds,Эта неделя
builds.title,builds,Сборки Сообщества
builds.try_different_filters,builds,Попробуйте изменить фильтры или поисковый запрос.
builds.unnamed,builds,Безымянная сборка
builds.unpublish,builds,Снять с публикации
builds.untitled,builds,Без названия
builds.up_to_4,builds,До 4 персонажей
builds.update_build,builds,Обновить сборку
builds.update_success,builds,Сборка успешно обновлена!
builds.video,builds,Видео
builds.video_showcase,builds,Видео-демонстрация
builds.view_character_details,builds,Подробнее о персонаже
builds.view_mode,builds,Просмотр
builds.views,builds,просмотров
builds.visibility_updated,builds,Видимость сборки обновлена
builds.watch_video,builds,Смотреть видео
builds.weapon,builds,Оружие
builds.weapon_bonuses,builds,Бонусы оружия
builds.weapon_label_placeholder,builds,БиС
builds.weapon_not_found,builds,Оружие не найдено
builds.weapon_reason_placeholder,builds,Почему вы выбрали это оружие?
builds.weapon_skills,builds,Навыки оружия
builds.weapons,builds,Оружие
builds.why_these_partners,builds,
builds.your_username,builds,Ваше имя пользователя
builds.youtube_video,builds,Видео YouTube
builds.youtube_video_hint,builds,Добавьте видео YouTube с демонстрацией сборки
characters.all_elements,characters,Все Элементы
characters.all_professions,characters,Все профессии
characters.all_rarities,characters,Все Редкости
characters.aspd,characters,Скор. Атаки
characters.atk,characters,АТК
characters.battle_skills,characters,Боевые Навыки
characters.battle_tags,characters,Боевые Теги
characters.breakthrough,characters,Прорыв
characters.breakthrough_details,characters,Детали Прорыва
characters.browse_all,characters,Просмотреть всех персонажей Endfield
characters.def,characters,ЗАЩ
characters.department,characters,Фракция
characters.discussion,characters,Обсуждение Персонажа
characters.effect,characters,Эффект
characters.element,characters,Элемент
characters.exp_items_required,characters,Предметы опыта
characters.experience_calculator,characters,Калькулятор Опыта
characters.factory_skill_slot,characters,Слот Навыков {slot}
characters.factory_skills,characters,Навыки Базы
characters.from_level,characters,От
characters.hp,characters,HP
characters.level_1,characters,Уровень 1
characters.level_range,characters,Диапазон Уровней
characters.level_up_requirements,characters,Требования для Повышения Уровня
characters.materials_required,characters,Требуемые Материалы
characters.max_level,characters,Максимальный Уровень
characters.no_factory_skills,characters,Нет навыков базы
characters.potential,characters,Потенциал
characters.potential_level,characters,Потенциал {level}
characters.potential_passive,characters,Потенциал и Пассивы
characters.profession,characters,Профессия
characters.profile_records,characters,Записи профиля
characters.rarity,characters,Редкость
characters.required_items,characters,Требуемые Предметы
characters.results,characters,персонажей найдено
characters.search,characters,Поиск персонажей...
characters.skill_type_combo,characters,Комбо Навык
characters.skill_type_normal,characters,Обычный Навык
characters.skill_type_talent,characters,Талант
characters.skill_type_ultimate,characters,Ультимативный Навык
characters.stats_progression,characters,Прогрессия Характеристик
characters.talents,characters,Таланты
characters.title,characters,Персонажи
characters.to_level,characters,До
characters.unlocks_at,characters,Разблокируется на Ур.{level}
characters.voice_actors,characters,Актёры Озвучки
characters.voice_lines,characters,Реплики Озвучки
characters.weapon_type,characters,Тип оружия
comments.auth_required_title,comments,Требуется Аутентификация
comments.be_first,comments,"Будьте первым, кто поделится мнением!"
comments.cancel,comments,Отмена
comments.char_count,comments,{count} / {max}
comments.days_ago,comments,{count}д назад
comments.delete,comments,Удалить
comments.deleting,comments,Удаление...
comments.edit,comments,Редактировать
comments.edit_placeholder,comments,Редактировать комментарий...
comments.edited,comments,(изменено)
comments.error_delete_failed,comments,Не удалось удалить комментарий. Попробуйте снова.
comments.error_empty,comments,Комментарий не может быть пустым.
comments.error_invalid_content,comments,Ваш комментарий содержит недопустимые символы или HTML-теги. Используйте только текст.
comments.error_post_failed,comments,Не удалось опубликовать комментарий. Попробуйте снова.
comments.error_too_long,comments,Комментарий слишком длинный (макс. {max} символов).
comments.error_update_failed,comments,Не удалось обновить комментарий. Попробуйте снова.
comments.formatting_guide,comments,Форматирование
comments.hide_replies,comments,Скрыть {count} ответов
comments.hours_ago,comments,{count}ч назад
comments.join_discussion,comments,Присоединиться к обсуждению...
comments.just_now,comments,Только что
comments.load_more,comments,Загрузить Больше Комментариев
comments.loading,comments,Загрузка комментариев...
comments.loading_replies,comments,Загрузка ответов...
comments.login_link,comments,войти
comments.login_required,comments,"Пожалуйста, войдите, чтобы оставлять комментарии."
comments.mention_keyboard_hint,comments,↑↓ Навигация • Enter Выбор • Esc Закрыть
comments.mention_no_users,comments,Пользователи не найдены
comments.mention_searching,comments,Поиск пользователей...
comments.minutes_ago,comments,{count}м назад
comments.no_comments,comments,Комментариев пока нет
comments.placeholder,comments,Поделитесь своими мыслями...
comments.post_comment,comments,Опубликовать Комментарий
comments.post_reply,comments,Опубликовать Ответ
comments.posting,comments,Публикация...
comments.reply,comments,Ответить
comments.reply_placeholder,comments,Напишите ответ...
comments.replying_to,comments,Ответ для
comments.save_changes,comments,Сохранить Изменения
comments.show_replies,comments,Показать {count} ответов
comments.success_deleted,comments,Комментарий успешно удалён!
comments.success_posted,comments,Комментарий успешно опубликован!
comments.success_reply_posted,comments,Ответ успешно опубликован!
comments.success_updated,comments,Комментарий успешно обновлён!
comments.title,comments,Комментарии
comments.warning_auth_required,comments,"Пожалуйста, войдите, чтобы оставлять комментарии."
common.all_time,common,За все время
common.back,common,Назад
common.cancel,common,Отмена
common.clear,common,Очистить
common.close,common,Закрыть
common.coming_soon,common,Скоро...
common.confirm,common,Подтвердить
common.copied,common,Скопировано!
common.copy,common,Копировать
common.copy_link,common,Копировать ссылку
common.delete,common,Удалить
common.edit,common,Редактировать
common.error,common,Ошибка
common.exp_required,common,Требуется EXP
common.filters,common,Фильтры
common.frequently_asked_questions,common,Часто Задаваемые Вопросы
common.gold_cost,common,Стоимость в Золоте
common.last_updated,common,Последнее обновление
common.latest,common,Последние
common.level,common,Уровень
common.loading,common,Загрузка...
common.no_data_yet,common,Данных пока нет
common.no_results,common,Результаты не найдены
common.optional,common,необязательно
common.popular,common,Популярное
common.quick_navigation,common,Быстрая Навигация
common.related_characters,common,Связанные Персонажи
common.related_weapons,common,Связанное Оружие
common.reset,common,Сбросить
common.save,common,Сохранить
common.saving,common,Сохранение...
common.search,common,Поиск
common.search_results,common,Результаты поиска
common.show_less,common,Свернуть
common.show_more,common,Показать больше
common.sort_by,common,Сортировка
common.success,common,Успех
common.this_month,common,Этот месяц
common.this_week,common,Эта неделя
common.view,common,Просмотр
custom.conveyor_merger.desc,custom,Объединяет до 3 конвейерных линий в 1 выход. Не требует питания.
custom.conveyor_merger.name,custom,Объединитель Конвейеров
equipment.additional_stats,equipment,Дополнительные Характеристики
equipment.all_parts,equipment,Все Типы Частей
equipment.all_stages,equipment,Все Этапы
equipment.all_tiers,equipment,Все Уровни
equipment.attr.AllDamageTakenScalar,equipment,Снижение Получаемого Урона
equipment.attr.AllSkillDamageIncrease,equipment,Урон Всех Навыков
equipment.attr.CrystAndPulseDamageIncrease,equipment,Крио и Электро Урон
equipment.attr.FireAndNaturalDamageIncrease,equipment,Жар и Природа Урон
equipment.attr.Main,equipment,Главный Атрибут
equipment.attr.SpellDamageIncrease,equipment,Урон Искусств
equipment.attr.Sub,equipment,Доп. Атрибут
equipment.base_stats,equipment,Базовые Характеристики
equipment.best_for_characters,equipment,Лучше Всего Подходит Для
equipment.best_sets,equipment,Лучшие Наборы Снаряжения
equipment.browse_all,equipment,Просмотр всех наборов снаряжения
equipment.community_rating,equipment,Рейтинг Сообщества
equipment.early_game,equipment,Ранняя Игра (Ур.10-28)
equipment.equipment_details,equipment,Детали Снаряжения
equipment.equipment_pieces,equipment,Части Снаряжения
equipment.filter_by_part,equipment,Фильтр по Типу Части
equipment.filter_by_stage,equipment,Фильтр по Этапу Игры
equipment.filter_by_tier,equipment,Фильтр по Уровню
equipment.game_stage,equipment,Этап Игры
equipment.late_game,equipment,Поздняя Игра (Ур.70)
equipment.level_requirement,equipment,Требуется Уровень {level}
equipment.loading,equipment,Загрузка данных снаряжения...
equipment.main_stat,equipment,Основная
equipment.mid_game,equipment,Средняя Игра (Ур.36-50)
equipment.most_liked,equipment,Самые Понравившиеся
equipment.no_set_bonus,equipment,Это отдельный предмет без бонуса набора
equipment.no_sets_found,equipment,Наборы снаряжения не найдены
equipment.no_standalone_found,equipment,Отдельное снаряжение не найдено
equipment.no_stats,equipment,Нет данных о характеристиках
equipment.part_body,equipment,Тело
equipment.part_edc,equipment,EDC
equipment.part_hand,equipment,Руки
equipment.part_of_set,equipment,Часть {setName}
equipment.part_type,equipment,Тип Части
equipment.rate_this_set,equipment,Оцените этот набор для вашего персонажа
equipment.recommended_for,equipment,Рекомендуется для {characterName}
equipment.related_sets,equipment,Связанные Наборы
equipment.results,equipment,наборов найдено
equipment.search,equipment,Поиск наборов снаряжения...
equipment.select_character,equipment,Выберите персонажа...
equipment.set_bonus,equipment,Бонус {count} Частей
equipment.set_effects,equipment,Эффекты Набора
equipment.sort_by,equipment,Сортировать По
equipment.sort_name,equipment,Названию
equipment.sort_pieces,equipment,Количеству Частей
equipment.sort_tier,equipment,Уровню
equipment.standalone,equipment,Отдельное Снаряжение
equipment.standalone_equipment,equipment,Отдельное Снаряжение
equipment.standalone_results,equipment,предметов
equipment.stats,equipment,Характеристики
equipment.sub_stats,equipment,Дополн.
equipment.tier,equipment,Уровень
equipment.tier_0,equipment,Уровень 0
equipment.tier_1,equipment,Уровень 1
equipment.tier_2,equipment,Уровень 2
equipment.tier_3,equipment,Уровень 3
equipment.tier_4,equipment,Уровень 4
equipment.tier_pieces,equipment,Части Уровня {tier}
equipment.title,equipment,Наборы Снаряжения
equipment.total_pieces,equipment,{count} частей
equipment.view_all_sets,equipment,Просмотр Всех Наборов Снаряжения
equipment.view_set_details,equipment,Просмотр Деталей Набора
essence_solver.compatible,essence_solver,Compatible
essence_solver.farm_locations,essence_solver,Farm at
essence_solver.filter_by_dungeon,essence_solver,Filter by Dungeon
essence_solver.filter_by_rarity,essence_solver,Filter by Rarity
essence_solver.matches,essence_solver,Matches
essence_solver.missing,essence_solver,Missing
essence_solver.no_results,essence_solver,No essences match the current filters
essence_solver.recommended_essences,essence_solver,Recommended Essences
essence_solver.select_weapon,essence_solver,Select a Weapon
essence_solver.stats,essence_solver,Stats
essence_solver.title,essence_solver,Weapon Essence Solver
factory.actual,factory,Фактический
factory.all_items_production_overview,factory,Обзор Производства Всех Предметов
factory.balanced,factory,Сбалансировано
factory.bottlenecks_detected,factory,Обнаружены Узкие Места
factory.browse_blueprints,factory,Просмотр чертежей
factory.buffer_bottlenecks,factory,Узкие Места Буфера
factory.buffer_capacity,factory,Емкость
factory.build,factory,Построить
factory.building_count,factory,Здания
factory.building_menu,factory,Меню Зданий
factory.buildings,factory,Здания
factory.clear,factory,Очистить
factory.click_product_tabs_for_details,factory,Нажмите на вкладки продуктов выше для подробного анализа производственной цепочки
factory.click_to_set,factory,Нажмите для настройки
factory.community_blueprints,factory,Чертежи фабрик AIC
factory.community_blueprints_subtitle,factory,Просматривайте и делитесь чертежами фабрик сообщества
factory.configure,factory,Настроить
factory.configure_output,factory,Настройка выхода
factory.confirm_delete_plan,factory,"Вы уверены, что хотите удалить этот план?"
factory.connection_graph,factory,Граф Соединений
factory.consumed,factory,Потреблено/мин
factory.consumed_by,factory,Потребитель
factory.conveyor_connection_errors,factory,Ошибки Подключения Конвейера
factory.conveyor_menu,factory,Меню Конвейеров
factory.conveyor_saturation,factory,Насыщение Конвейера
factory.conveyors,factory,Конвейеры
factory.cookbook,factory,Книга Рецептов
factory.cookbook_all_description,factory,Просмотр всех создаваемых предметов из игровых данных
factory.cookbook_alternative_recipes,factory,Альтернативные Рецепты
factory.cookbook_back_to_search,factory,Вернуться к Поиску
factory.cookbook_crafted_item,factory,Создаваемый Предмет
factory.cookbook_filter_factory,factory,Показать только предметы текущей фабрики
factory.cookbook_filtered_description,factory,"Показаны только предметы, которые можно создать с текущими зданиями фабрики"
factory.cookbook_machine_required,factory,Требуемая Машина
factory.cookbook_no_factory_items,factory,С текущими зданиями фабрики нельзя создать предметы
factory.cookbook_no_items,factory,Создаваемые предметы не найдены
factory.cookbook_no_recipes,factory,Для этого предмета нет доступных рецептов
factory.cookbook_production_chain,factory,Производственная Цепочка
factory.cookbook_raw_material,factory,Сырьё
factory.cookbook_select_item,factory,Выберите предмет для просмотра производственной цепочки
factory.cookbook_selected_item,factory,Выбранный Предмет
factory.cookbook_show_all,factory,Показать все предметы
factory.cookbook_theoretical_rate,factory,Теоретическая Макс. Скорость
factory.cookbook_title,factory,Книга Рецептов
factory.copy,factory,Копировать
factory.copy_to_clipboard,factory,Скопировать в буфер
factory.craft_time,factory,Время Изготовления
factory.create_blueprint,factory,Создать чертёж
factory.create_first,factory,Создать первый чертёж
factory.create_new_save,factory,Создать Новое Сохранение
factory.current_file,factory,Текущий Файл
factory.current_tool,factory,Инструмент
factory.cycles_per_min,factory,циклов/мин
factory.cycles_per_minute,factory,циклов/мин
factory.deficit,factory,Дефицит
factory.delete,factory,Удалить
factory.delete_building,factory,Удалить Здание
factory.depth_level,factory,Ур {level}
factory.description,factory,Описание
factory.description_placeholder,factory,Краткое описание...
factory.destination,factory,Назначение
factory.detailed_producer_analysis,factory,Подробный Анализ Производителя
factory.download_png,factory,Скачать PNG
factory.edit_save,factory,Редактировать сохранение
factory.efficiency,factory,Эффективность
factory.enter_save_name,factory,Введите имя сохранения...
factory.error_deleting_plan,factory,Не удалось удалить план.
factory.error_loading_plan,factory,Не удалось загрузить план.
factory.error_loading_plans,factory,Не удалось загрузить сохранения.
factory.error_output_mismatch,factory,Выход не соответствует входу назначения
factory.error_saving_plan,factory,Не удалось сохранить план.
factory.error_updating_plan,factory,Не удалось обновить план.
factory.export_import,factory,Экспорт / Импорт
factory.export_import_hint,factory,"Экспортируйте фабрику как JSON файл для обмена или резервного копирования, или импортируйте ранее экспортированный файл."
factory.export_json,factory,Экспорт
factory.filter_by_building,factory,Тип здания
factory.filter_by_output,factory,Выходной предмет
factory.filter_by_stage,factory,Этап игры
factory.filter_by_tags,factory,Теги
factory.final_product,factory,Конечный Продукт
factory.final_products,factory,Конечные Продукты
factory.final_products_summary,factory,Сводка Конечных Продуктов
factory.fix_conveyor_error,factory,Измените рецепт или переподключите конвейер для соответствия входам
factory.focus,factory,Фокус
factory.from_connected_recipe,factory,Из подключенного рецепта
factory.graph_view,factory,Граф Соединений
factory.grid_bounds,factory,Границы Сетки
factory.grid_bounds_desc,factory,"Определите размер сетки фабрики (с центром в 0,0). Здания и конвейеры не могут быть размещены за пределами этих ограничений."
factory.grid_height,factory,Высота Сетки (ячейки)
factory.grid_range,factory,Диапазон Сетки
factory.grid_width,factory,Ширина Сетки (ячейки)
factory.import_json,factory,Импорт
factory.input_buffer,factory,Входной Буфер
factory.inputs,factory,Вход
factory.item,factory,Предмет
factory.item_category.components,factory,Компоненты
factory.item_category.consumables,factory,Расходники
factory.item_category.equipment,factory,Снаряжение
factory.item_category.featured,factory,Рекомендуемые
factory.item_category.liquids,factory,Жидкости
factory.item_category.other,factory,Прочее
factory.item_category.processed,factory,Обработанные Материалы
factory.item_category.raw_materials,factory,Сырьё
factory.items_in_transit,factory,В Пути
factory.live_updates,factory,В реальном времени (1с)
factory.load,factory,Загрузить
factory.loading_items,factory,Загрузка предметов...
factory.local_saves,factory,Локально
factory.login_for_online,factory,Войдите для сохранения фабрики онлайн
factory.login_required,factory,Войдите для сохранения онлайн.
factory.machine,factory,Машина
factory.make_private,factory,Сделать приватным
factory.make_public,factory,Сделать публичным
factory.menu.build_mode,factory,Режим строительства
factory.menu.clear_grid,factory,Очистить сетку
factory.menu.edit,factory,Редактировать
factory.menu.export_json,factory,Экспорт JSON
factory.menu.file,factory,Файл
factory.menu.graph_view,factory,Вид графика
factory.menu.import_json,factory,Импорт JSON
factory.menu.new_grid,factory,Новая сетка
factory.menu.pan_mode,factory,Режим панорамы
factory.menu.production_stats,factory,Статистика производства
factory.menu.reset_simulator,factory,
factory.menu.title,factory,Меню
factory.menu.tools,factory,Инструменты
factory.menu.view,factory,Вид
factory.menu.zoom_fit,factory,По размеру экрана
factory.merge_inputs,factory,входов
factory.merge_mixed_items,factory,Объединение разных типов предметов
factory.merge_preview,factory,Отпустите для объединения
factory.merge_saturated,factory,Объединение насыщено
factory.merge_total_rate,factory,Общая скорость
factory.merged_conveyor,factory,Объединённый Конвейер
factory.most_liked,factory,Больше всего лайков
factory.most_popular,factory,Самые популярные
factory.move,factory,Переместить
factory.move_building,factory,Переместить здание
factory.multi_producer_excess,factory,Избыток Мульти-Производителей
factory.my_blueprints,factory,Мои чертежи
factory.name_required,factory,"Пожалуйста, введите название."
factory.net,factory,Чистый/мин
factory.new_online_save,factory,Новое онлайн-сохранение
factory.new_save,factory,Новое Сохранение
